"Dr. Richard H. Linton has been named the 15th President of Kansas State University by the Kansas Board of Regents.

We welcome the Linton family to #KState and look forward to a promising future.",12/2/2021 11:06,"Congratulations
President Linton! We are all rooting for you. Welcome to the family.",Welcome Dr. Linton. Purple looks good on you!,Congrats Dr. Linton! Excited to have a land-grant alumnus leading our alma mater!,Welcome to KSU and Manhattan!,WOW! From my current university NC State University to my alma mater! Congrats Dr. Linton::: we will miss you at NCSU::: but I hope you fall in love with Kansas State University and Manhattan!,"Congratulations
and welcome to the #Family! 💜",Looks like a great choice!,"Congratulations
👏 👏!",Welcome to KSU,Welcome to Manhattan and KSU !,"Congratulations
and welcome to K-State!","Congratulations
Mr. President","Congratulations
Dr. Linton! All the best.","KANSAS ST. vs SOUTH CAROLINA
📺Watch live : http://
knoketv.realunit
edsports.com/
ncaa.php",Another old white man. That is surprising.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Interested in starting your K-State journey this fall? The priority application date for incoming undergraduate students has been extended to March 15.

Applying by the priority date will allow you to maximize your scholarship opportunities. Don't wait::: apply and start your K-State story at www.k-state.edu/apply.",2/17/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K-State Recreational Services
February 17 at 12:28 PM ·

The Rec Complex is temporary CLOSED due to a water leak. We will post an update on when we will reopen once the situation is under control.",2/17/2021 12:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All K-State campuses will be open Wednesday::: Feb. 17. The university will operate on a normal schedule and classes — whether in person or remote — will be in session. Dining Services and K-State Student Union will open at 8 a.m. and the Recreation Center will open at 9 a.m. www.k-state.edu/media/update/.,2/16/2021 15:10,Gabrielle Smith,Good luck,Madie Gruhn,Look out for polar bears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"158 years looks good at K-State.

We are proud to celebrate our heritage::: traditions and legacy.",2/16/2021 9:35,Proud to be a Wildcat!,Proudly wildcat,Always a Wildcat!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The K-State Music will host IDEAll Week Feb. 15-19. The week-long event will celebrate the contributions of Black artists::: composers::: genres and historical events in the arts. Get all the details at www.k-state.edu/mtd/ideall/.,2/15/2021 19:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RILEY.K-STATE.EDU
www.riley.k-state.edu

City of Manhattan::: Kansas - Municipal Government
February 15 at 4:41 PM ·

WARMING SHELTER OPEN AT FOUR POINTS SHERATON IN MHK

The Four Points Sheraton in Manhattan at 530 Richards Drive is opening one of their conference rooms as a warming center effective immediately. Chairs will be provided and the facility will be open 24 hours a day. Anyone who needs shelter from the extreme cold is welcome. The hotel is also offering rooms at a reduced rate for those who need longer term accommodations. Riley County Police Department will have a presence at the shelter.

People may contact the desk of the hotel by phone at 785-539-5311 for more information.

People in need of shelter are asked to enter through the main doors or use the conference center entrance to the west. Social distancing and masks will be required for those who stay in the group shelter area. Those who need longer term accommodations are encouraged to stay in the rooms.

“Many families have frozen and broken pipes::: or furnaces that stopped working::: and they are in need of safe places to stay:::” said City Manager Ron Fehr. “It is not safe to be without heat in these extreme conditions. The community is extremely grateful for the generosity of the Four Points Sheraton and their staff.”

A wind chill warning remains in effect for the area until noon on Tuesday::: February 16. Dangerous cold with wind chills as low as 25 to 35 degrees below zero is are expected along with additional snowfall possible. Please use extreme caution. The dangerously cold wind chills could cause frostbite on exposed skin in as little as 10 minutes.

For more information about services and resources available in Riley County::: please see the resource guide at https://www.riley.k-state.edu/docs/communitydev/Riley%20County%20Resource%20Guide%202018%20Summer.pdf",2/15/2021 18:54,Thank you Viv!,Thank you,Benjamin Sampson. In case you know anyone who needs a warming shelter,Way to go Dennis Hulsing!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Due to power blackouts all in-person and remote classes are canceled and campuses are closed from 5 p.m. on Feb. 15 through Tuesday::: Feb. 16. Additional information at www.k-state.edu/update.

Essential employees should report to work or contact their supervisors if unable to report in. Additional information for employees is available at www.k-state.edu/media/update.

On-campus dining services on both Manhattan and Polytechnic campuses will be operating with reduced hours.

Lafene Health Center will be closed.

K-STATE.EDU
Recent events update | News and Communications Services | Kansas State University",2/15/2021 16:00,Isaiah Tarwater. 💜,Katie Anderson,Gabrielle Smith,Jonna Danyale Owens,Chris Clarkston,Allie Marie Zayas,Thank you for taking the staff and students safety into consideration.,Taylee Lynn Russell 👀👀👀👀,Gawie Louw,Thank you! Worried mom living in Florida while her daughter is at K state! We appreciate you making this call. So many would push to go if it were open thinking they could make those 15 minute walks! Thanks for taking that off the table for their own good!,Nicole Pisterzi ...,Leo Ramirez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Almost three years after the fire at Hale Library::: floors one through four are open following renovation. The great room features the original bookshelves and murals which have been restored. The Cornerstone Cafe::: a new addition::: will provide refreshments and beverages for visitors.

Hale Library plays an important part in K-State's history and will continue to provide current and future Wildcats a place to achieve their academic goals.",2/15/2021 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K-State Alerts: The university will be operating on a normal schedule Monday::: Feb. 15. Manhattan dining services and Student Union open at 8 a.m. Recreation Services open at 9 a.m.

Please use sound judgment. Please contact professors or supervisors if you are unable travel.

Details on the university's winter weather guidelines available at https://www.k-state.edu/police/emergency/closing.html.",2/14/2021 18:58,Wow. Considering it was too dangerous to have in person classes for the first two weeks yet it is okay to walk in -20 windchills for 20 minutes. Did you forget you also canceled the park and ride express shuttles for this semester?,"Does anyone have grit anymore..? It's a little snow. And cold. You'll be alright if you dress and drive appropriately..
.",It says use sound judgement . If it's too bad don't log on your class just stay in bed,Decisions made by administrators that are sitting in their warm homes doing Zoom meetings!,KSN TV,I was on campus around noon Friday. There were not many students out and about::: but the ones I saw were grossly underdressed for the weather. No gloves::: no hats::: and light jackets for most.,K-State has never shown concern for their students safety regarding cold weather. Disappointing but at least it’s predictable. 🤦🏼‍♀️,Gabrielle Smith,Exactly! I wish I’d known you were here Betsy! I could’ve seen you for a bit. College visit?,Sad,Thankful I can work from home.,It is so embarrassing that this university shows time and time again that they don't care about student safety. This alum is disappointed but not surprised.,President’s Day is a Federal Holiday to boot. Ridiculous.,An experienced student knows how to walk through the buildings to get to class.,Are you guys seriously getting mad? That’s immature::: they are college students::: they should know how to dress for the weather::: and they should be able to determine whether or not it’s safe enough for them to go to school. First you complain that students can’t go to school and now you complain that they are giving students the opportunity to go online. Stop complaining about everything. Schools are doing the best they can.,You are a disgrace as a university,Way to go! Learning is more important than the safety of your students. I guess since you already have their tuition money you don't really care,I don’t get a day off of work just because it’s cold outside. The world must continue on::: the college kids can go to school.,Everyone is closed::: and of course KSU still has classes. 🤦🏼‍♀️,"Kids don't learn nothin their anyways.
They come out more wack than they went in.","My son received an email telling him that he IS expected to attend his evening geology lab::: that gets out at 7:45pm!! He has a 20 minute walk back to his dorm after that in subzero weather!! This is ridiculous!!! They ended the email by saying ""if you are walking::: walk carefully""! Really? Thanks::: that will help with the frostbite.",Reminds me of the ice storm in 2007 where they canceled not ONE final and I had to stay at friends house in Manhattan so I wouldn't miss them. I drove SO SLOW that week. Looks like they haven't changed. As a teacher::: my class would be canceled for the day. Problem solved.,I still have work,Then attendance should not be part of a student's grade when the school is in a place where inclement weather occurs. I am so glad that I am no longer a student there.,STAY HOME!,I see lots of whiners and drama queens still attend K-State.,Please use sound judgement::: despite the fact we are operating as normal and subjecting our employees to the dangerous conditions. #callege,Classic K-State,They will figure it out,lol how'd that work out for ya?,Those students are going to freeze!! 😒😤,Good! Risking falling on ice::: frostbite::: hypothermia::: or auto accidents for the sake of learning is an essential part of the K-State experience! I'd hate to see that tradition end. 👏,Why not another virtual day for the safety of students and faculty?,Kansas State University perhaps you should use sound judgement. I’m telling my daughter to stay home for 8:00 am classes on Monday (-8) and Tuesday (-15). And I would tell her professors the same.,Holy Toledo!😲,Cat Spears,Jonna Danyale Owens,Wind chills as low as -35.... when will the safety of your students come first?,Disappointing that safety is not being placed first. Windchills like this are very dangerous. We are set up for remote learning and should have utilized that option.,"This is unacceptable::: you have a remote option in place::: why not use it? The windchill is going to be dangerous.
I would totally understand if it these were temperatures we were used to but our students haven’t experienced a wind chill like this in their lifetime.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frigid temperatures continue in the regional area over the next few days with extreme wind chills.
K-State Recreational Services::: K-State Libraries and K-State Student Union are open if you need a place to warm up.
Stay safe and warm Wildcats.

US National Weather Service Topeka Kansas
February 12 at 6:14 AM ·

Dangerous wind chills will continue through Tuesday morning. Look for a cold weekend and start of the work week::: with highs around zero to around 5 degrees. There will be a chance for light snow north of I-70 this afternoon and Tonight. A better chance of accumulating snow may occur on Sunday. Look for a slow warm up towards the end of the work week.",2/12/2021 15:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K-State Counseling Services offers no cost group therapy to current students. There are seven different group offerings::: and all sessions are being hosted virtually this semester. Learn more::: including how to join::: at www.k-state.edu/counseling/group_therapy/index.html.,2/12/2021 12:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All admitted and currently enrolled K-State students are encouraged to take advantage of scholarship opportunities offered through the K-State Scholarship Network. The priority date is March 15. Learn more at www.k-state.edu/ksn.,2/11/2021 16:10,Lydia Morris,Lainie Cowan,Rance Dyer ... Need Xavi to get on this! There may be some great opportunities for him here. 💜,David Lee Cunningham,Jacob Reaves I know you only have 1 semester left but every little bit helps.,Sydnee Becker,Lauren Ollenburger,Gabrielle Smith,Katie Anderson,Paige Harman,Megan Pelan,Travis Say,Audrey Colombo,Isaiah Tarwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RileyCountyPD
February 11 at 12:48 PM ·

Update:

The scene is now clear.

Officers responded to the report of an injury crash near the intersection of College Heights Rd. and Denison Ave. in Manhattan on February 11::: 2021::: at approximately 12:33 p.m.

When officers arrived on scene they found a 2014 Toyota Camry driven by a 29-year-old female had hit a curb::: overturned and struck a utility pole. The individual was transported to Via Christi by Riley County EMS for treatment of non-life-threatening injuries.

----------------------------------------

Avoid the Area:

Denison Ave. from Hunting Ave. to Platt St. is currently shut down due to an injury accident.",2/11/2021 13:11,Sarrah Sultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Today's virtual Community Action Talk::: ""Unpacking the Election"" begins at noon. You can watch the discussion at www.k-state.edu/diversity-inclusion/initiatives/cats/.",2/11/2021 9:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Morris Family Multicultural Student Center will celebrate its opening with a cultural student dedication program tonight::: Feb. 10::: at 7 p.m. Details at www.k-state.edu/today/announcement/?id=72622.

K-STATE.EDU
Morris Family Multicultural Student Center student dedication",2/10/2021 13:38,Such a beautiful and moving celebration. Thank you!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K-STATE.EDU
K-State veterinarian shares tips to help pets cope with winter chill

Veterinary Health Center at Kansas State University
February 10 at 9:26 AM ·

When the weather gets frigid outside::: a Kansas State University veterinarian::: Dr. Susan Nelson says it's time to bring some pets inside 🐶 🐱",2/10/2021 11:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Big 12 Race to Waste competition is going on now until March 27! Look for the blue recycling bins on the Manhattan campus to participate and help better our community. Get all the details at www.k-state.edu/today/announcement/?id=72401.

K-STATE.EDU
Race to Waste recycling competition is here",2/9/2021 13:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Due to colder weather::: #EWAW kit distribution locations have changed on our Manhattan campus. Get all the details and new locations at www.k-state.edu/today/announcement/?id=72495.

K-STATE.EDU
Changes to Every Wildcat A Wellcat student wellness kit distribution",2/8/2021 14:57,Gabrielle Smith,Megan Hollar,Emmalyn Porter Laisha Herrera,Jensen Herron,Clint Fry- Tell Blaine 🙂,The phrase is Every Man A Wildcat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"After a brief remote start to the spring semester::: students::: faculty and staff return to campus this week as K-State resumes in-person/hybrid classes. It is vital we continue to take steps to protect one another by wearing a mask and avoid group gatherings. Together::: we can make a difference not only at K-State but the surrounding communities. Stay safe. Stay strong. Stay well.
www.k-state.edu/covid-19/communications/every-wildcat-a-wellcat/.",2/8/2021 10:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Two K-State pre-vet students have been awarded the opportunity to study and serve abroad in Thailand and South Africa as recipients of the Benjamin A. Gilman International Scholarship. Read more about their plans at www.k-state.edu/media/newsreleases/2021-02/gilman-scholarships.html.

K-STATE.EDU
Gilman scholarship gives pre-vet students opportunities to study profession abroad",2/5/2021 13:15,Anyone you know Quentin?,Addison Wilson look at this!!,"Congratulations
!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K-State's Martin Luther King Jr. observance week concludes tomorrow::: Feb. 5::: with a brown bag lunch and social justice discussion::: followed by the laying of the wreaths and candlelight ceremony. The K-State community is invited to celebrate Dr. King's legacy at these virtual events. Learn more at www.k-state.edu/mlk.,2/4/2021 16:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How can you ensure that you have tender::: juicy beef? A recent study by K-State researchers explored how fat content::: aging and muscle structure influence beef preparation methods. Learn more at www.ksre.k-state.edu/news/stories/2021/02/beef-tenderness-factors-that-influence-eating-quality.html.

KSRE.K-STATE.EDU
Beef tenderness research identifies factors influencing eating quality",2/4/2021 10:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K-STATE.EDU
Hale Library's second through fifth floors will now open Feb. 15

K-State Libraries
February 4 at 9:24 AM ·

The opening of Hale Library's remaining floors will be temporarily delayed until Feb. 15 to complete the final stages of preparing the building for occupancy.

The first floor of Hale will remain open to the public at this time.

More info: https://www.k-state.edu/today/announcement/?id=72499",2/4/2021 9:57,I worked at Farrell (sp?) Library while taking classes at K-State in the early 60s. Started out at 65 cents an hour.😎,I was there too. I'm impressed you remember how much we were paid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Join the Community Action Talk::: Unpacking the Election::: on Thursday::: Feb. 11::: 12-1:30 p.m.

THU::: FEB 11
Community Action Talks | Unpacking the Election",2/3/2021 15:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Looking for a way to meet new people and get involved this semester? The Center for Student Involvement is hosting Week of Welcome Feb. 2-12::: with virtual and in-person events. Expand your circle and learn more at wow.k-state.edu/events.html.

WOW.K-STATE.EDU
University Events | Week of Welcome | Kansas State University",2/2/2021 9:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faculty::: staff and students are encouraged to complete the Lafene Health Center COVID-19 vaccine survey sent earlier today. Details available at www.k-state.edu/today/students/announcement/?id=72300.

Lafene Health Center
February 1 at 1:26 PM ·

More information about the COVID-19 vaccine and a list of frequently asked questions can be found on the K-State COVID-19 vaccine information website.",2/1/2021 16:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K-State Martin Luther King Jr. Observance week is this week. Join us to honor Dr. King's work and legacy with a variety of virtual events. www.k-state.edu/mlk.,2/1/2021 11:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Staley School of Leadership Studies
January 31 at 5:47 PM ·

Reminder! MLK Week of Service DIY Kits will be available for City of Manhattan::: Kansas - Municipal Government citizens & Kansas State University students to pickup 8am-8pm at the Leadership Studies building and 10am-7pm at Manhattan Public Library. Also accepting donations to Cats' Cupboard: The K-State Food Pantry!

Details: https://bit.ly/2KrkUJA",2/1/2021 9:57,Love this sticker!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Happy Kansas Day!

K-State is proud to call Kansas home for more than 150 years.",1/29/2021 12:51,Happy Kansas Day,Beautiful campus! 💜,First land grant university::: correct?,Yes. First one in 1863.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb. 1-5 is K-State's Martin Luther King Jr. Observance Week. #KState is proud to have once hosted Dr. King on the Manhattan campus and to honor his legacy next week with a variety of virtual events. View events at www.k-state.edu/diversity/life/events/mlk/.

MON::: FEB 1
Dr. Martin Luther King Jr. Observance Week",1/28/2021 14:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There's (s)no(w) place like K-State.,1/27/2021 15:50,wow::: great shot.,Lovely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A licensed compound developed by Yunjeong Kim and Kyeong-Ok ""KC"" Chang::: virologists in the Kansas State University College of Veterinary Medicine::: has been selected as the preclinical lead component. Learn more about how their research is helping in the fight against COVID-19 at www.k-state.edu/media/newsreleases/2021-01/cocrystal-compound-development12621.html.",1/27/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K-State Libraries
January 27 at 11:24 AM ·

Hale Library is almost ready to reopen!

This week we were able to provide our staff and Friends of the K-State Libraries Board of Directors with a sneak peek of the spaces.

Come along on our sneak peek with this week's blog post 😲:http://ow.ly/Dh4350DjSA6",1/27/2021 11:57,Gabrielle Smith,Samantha Moore ❤️,Brandon Cole,Gorgeous,Jessica Wheat,Joey Razo ! 💜💜💜,The Stacks The Stacks!!!,💜💜💜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MON::: FEB 1
Dr. Martin Luther King Jr. Observance Week",1/26/2021 16:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What does going to #KState look like during a pandemic? Chaz::: a senior pursuing finance::: shares a snapshot of what an online class looks like.
Interested in transferring to #KState? Priority date for admissions and scholarship for the summer or fall semester is Feb. 1. Don't wait to start your #KState journey::: apply today at www.k-state.edu/admissions/undergrad/manhattan/apply/transfer/guide.html.",1/26/2021 12:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lafene Health Center will be expanding COVID-19 testing with additional testing locations on the Manhattan campus starting tomorrow::: Jan. 26. Complete details available at www.k-state.edu/today/students/announcement/?id=72087.

K-STATE.EDU
Lafene Health Center begins offering additional COVID-19 testing sites",1/25/2021 11:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Today::: we welcome a new semester.
While we may not be physically together::: K-Staters have the opportunity to impact our community and the world. Don't forget to wear a mask::: avoid group gatherings::: and be patient with others.
Together::: we can make a difference.",1/25/2021 10:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K-State Engineering is exceeding its graduation goals under the state's University Engineering Act Initiative in a record-breaking fashion. Find out how at www.k-state.edu/media/newsreleases/2021-01/record-engineering-grads11921.html.

You can become a future grad::: too. Visit ww.k-state.edu/apply.",1/22/2021 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every Wildcat a Wellcat spring kits are available for students::: faculty::: and staff. Learn more::: including how to receive your kit at www.k-state.edu/covid-19/communications/every-wildcat-a-wellcat/ewaw-kit.html. #EWAW,1/21/2021 9:09,Lainie Cowan,Erin Grochowsky,Tyler Hofmeier,What about us Global students and staff?? I saw plans for everyone but us!,Reanna Dunlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Build your own adventure at #KState with opportunities around every corner. Don’t wait::: schedule a virtual or on-campus visit at www.k-state.edu/admissions/visit/.,1/19/2021 13:14,Molly McClure,Olanrewaju Muyideen Salami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On Jan. 19::: 1968::: Dr. Martin Luther King Jr. visited Kansas State University to speak to students::: staff::: faculty::: and community members about social activism::: civil rights::: and race relations. Today::: we honor Dr. King::: and we will celebrate his legacy during Dr. Martin Luther King Jr. observance week::: Feb. 1-5.
www.k-state.edu/diversity/life/events/mlk/.
Photo courtesy of Morse Department of Special Collections.",1/18/2021 9:54,Kaden Beck,Thank you for coming to Kansas State.,I too have the honour to celebrate this day at Kansas State University back in 2009.,Jessica- show this to Wyatt,Great speech. I was in the audience that day,I was in attendance that day!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congratulations to Dr. Juergen Richt for receiving the Dolph Simons Award in Biomedical Sciences::: a Higuchi-KU Endowment Research Achievement Award. Dr. Richt is the director of the Center of Excellence for Emerging and Zoonotic Animal Diseases and a distinguished professor at the Kansas State University College of Veterinary Medicine. Learn more about Dr. Richt’s research and this prestigious award at www.k-state.edu/today/announcement/?id=72016.,1/15/2021 12:50,"Congratulations
👏💜👏💜",Wow,"Congratulations
Juergen!","Awesome! Congratulations
!","Congratulations
🎉","Congratulations

Juergen ! 👏🏻👏🏻","Congratulations
::: Dr. Richt!!","Congratulations
!!",Congratulations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return to campus fully prepared for the spring semester. Learn more about the student experience and expectations for spring 2021 at www.k-state.edu/covid-19/guidance/campus-life/students/.,1/13/2021 15:51,Pls::: How do i apply?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial aid for the spring semester will be applied to student accounts on Jan. 16. Review the financial aid checklist at www.k-state.edu/sfa/manage/checklists/spring.html.,1/12/2021 12:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K-Staters are helping to provide research-based guidance during the #COVID19 pandemic.

Kyle Goerl::: medical director of K-State Lafene Health Center::: is part of a collaborative team that has published recent research on SARS-CoV-2 transmission and quarantine periods.

Learn more at www.k-state.edu/media/newsreleases/2021-01/medical-director-contributes-CDC-quarantine-guidance.html.

K-STATE.EDU
K-State medical director contributes to research behind updated CDC quarantine guidance",1/11/2021 14:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schedule your campus visit today at www.k-state.edu/visit. In-person and virtual options available.,1/8/2021 16:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
