Cleresa Roberts::: University of Minnesota Medical School alum::: will soon begin her residency and join the just 33 practicing neurosurgeons in the U.S. who identify as Black women. Read more about her journey to help shape the next generation of neurosurgery. #UMNproud  MED.UMN.EDU Meet the Next Generation of Neurosurgery,2021-06-18 15:00:22,I did not think that the color of your skin is a relevant factor in neurosurgery... Good to know.,Wow that’s really encouraging. Congratulations,Congratulations !,Congrats,Congrats!!!,“Who identify as black women”  What the actual?! Either you’re a black woman or you’re not. You don’t identify as one. Stupidity is rampant at the U and it’s sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNdriven Spotlight: Fatou Barry is an undergraduate student pursuing a Biology major and Social Justice minor. In addition to being very involved on campus::: she is also working for the City's Health Department on a Skin Lightening Products Public Awareness and Education Grant.,2021-06-17 15:00:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graduate Hannah Pichman dreams of becoming a mentor for future scientists::: as the College of Science and Engineering::: University of Minnesota faculty were for her. She plans to continue researching photonics and electric materials and one day::: have a lab of her own. Read more about her journey: https://z.umn.edu/6y9b,2021-06-16 15:00:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
During the pandemic::: there was an increase in outdoor activity in Minnesota. Humphrey School of Public Affairs analyzed the increase in daily bicycle use::: and showed how biking infrastructure changed. Learn more: https://z.umn.edu/6y94,2021-06-15 17:00:07,The U needs to reverse its decision and require a COVID vaccination.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looking to get the vax::: or want more information on vaccine resources? You can learn more at z.umn.edu/vaccine,2021-06-14 17:08:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June is National Cancer Survivor Month. Dr. Karim Sadak of the University of Minnesota Medical School answers questions about advances in cancer treatments::: ways you can support a loved one who is a cancer survivor::: and more: https://z.umn.edu/6y8y,2021-06-14 15:00:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Is your K-12 student unable to come to the University of Minnesota for an in-person STEM camp this summer? Through ""Camp-in-a-box:::"" you can bring the Twin Cities campus to them! Learn more: https://cse.umn.edu/college/feature-stories/u-m-stem-experience-packed-box",2021-06-12 17:00:13,Jeff Fynboh,Nice Work,Erika Morgan a heads up.😊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gophers::: represent! University of Minnesota Twin Cities students are competing with your favorite college rivals on #CollegeBowl::: premiering June 22 at 10/9c on NBC. #UMNproud,2021-06-11 19:40:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It may be summer break::: but the incredible work at the University of Minnesota continues on! Check out the latest installment of “UMN Headlines”::: featuring selected highlights and the latest news at the U of M. #UMNproud  YOUTUBE.COM UMN Headlines: June 2021,2021-06-11 16:31:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-10 21:51:20,I like University of Minnesota,I HOPE THAT YOU DO NOT MIND F IN SOME RESEARCH THAT I SEND TO DEPARTMENTNOFFF FFFFFFFFFFF STATE I NAME THE UM AND WHAT YOU ARE DOING IN RESEARCH O COVI19::: AND HOW TO SLOW DOWN THAT MOSNTER,what happened...maro on and gold doesn't matter any more?,Spring here we come!,When did this university turn ?,I like University of Minnesota,Row the boat.,I work out at The University of Minnesota. In Morrill Hall.,Excellent,Hi everyone,Heaven on Earth Minneapolis campus..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer is here! ☀️ But in Minnesota::: that also means tick season. Jon Oliver of University of Minnesota School of Public Health answers questions about how to avoid ticks and what to do if you find one on yourself. Read more: https://z.umn.edu/6xnk,2021-06-10 18:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark matter accounts for some 80% of our universe::: but it has long confounded scientists. U of M Twin Cities scientist Raymond Co's research may just help us finally understand it. Learn more! https://mspmag.com/arts-and-culture/black-hole-sun/  MSPMAG.COM How a U of M Scientist Is Solving the Mystery of Dark Matter,2021-06-09 16:00:29,Hello::: my name is Diamaka. I was offered a scholarship by the International Vocational Centre (IVC). And I was asked to get admitted to any university of my choice in Canada::: the US::: UK::: or the Philippines. I'm looking to apply to your school but I don't know the processes to follow. Also::: I need to know how much the fees::: accommodation (if there's some kind of hostel for freshers) and feeding will cost. Above all::: I want to know if you admit blacks to study a medical course,That would be quite an accomplishment. It's not like you can taste it or squish it in your fingers...and it's pretty far away.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNDriven Spotlight: Tage Singh is a third-year undergraduate pursuing a degree in Strategic Communication and a Leadership minor. Tage's school pride is seen through his work on the Board of Governors::: as a Marketing Intern for the University::: and former Orientation Leader.,2021-06-08 16:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A new app developed by University of Minnesota Twin Cities researchers helps its users find more sustainable transportation options that easily fit into their day-to-day lives. Want to learn more? Visit https://www.cts.umn.edu/news/2021/may/app,2021-06-07 14:30:07,Beautiful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Did someone say summer?! 🥵 Stay hydrated this weekend::: Gophers. #UMNproud,2021-06-05 17:00:16,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Self-described ""city girl gone Ag"" Myah Walker is a UMN Twin Cities alum that studied animal science and now has a career in Agriculture! Watch her story below as she discusses why she's an advocate for the University of Minnesota. #UMNproud  College of Education and Human Development | University of Minnesota University of Minnesota School of Public Health University of Minnesota Alumni Association  YOUTUBE.COM Annual Celebration - Alumni Profile - Myah Walker",2021-06-04 15:00:12,Myah! 💙🙌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer is coming fast 😎 #UMNproud,2021-06-02 19:58:06,Love the summer shot! Gopher town look’n so fine… from Indiana.,U of MN quad and Northrup mall are the best...a lot of memories.,I love the Northrop Mall!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Memorial Day::: we honor our fallen service members::: their families::: and remember their sacrifice with gratitude.,2021-05-31 14:00:53,Edelweiss Tuñacao Montera,Londono Victoria,Can you help me,This does not look good for your school and those involved.  https:// www.thegatewaypu ndit.com/2021/ 06/ university-minne sota-may-contri buted-chinas-bi owarfare-progra m/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Out of this Galaxy! 🌌 A new study from the College of Science and Engineering found that smaller galaxies played a major role in the early evolution of our Universe. Learn more below!  CSE.UMN.EDU Small galaxies likely played important role in evolution of the Universe | College | College of Science and Engineering,2021-05-29 18:00:22,Eric Smason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNdriven Spotlight: Samantha Betterman is a second-year undergrad studying Genetics::: Cell Biology and Development with a minor in Public Health. She stays involved through the Pre-Genetic Counseling Club::: WOW::: and the UMN Dance Marathon.,2021-05-28 15:00:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We understand many in our University community are struggling right now. The University of Minnesota has a wide variety of mental health resources to support you. If you're interested in learning more::: check out the link below. https://z.umn.edu/6vr4  TWIN-CITIES.UMN.EDU A wide array of mental health resources,2021-05-26 15:04:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We're excited to cheer you on::: Nibir! #UMNProud  Jeopardy! May 24::: 2021 at 7:00 AM ·  These competitors are ready for the semifinals! #TournamentOfChampions,2021-05-26 14:31:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walk up::: single-dose COVID-19 vaccinations are available at the Minnesota State Fairgrounds for the next two weeks. No appointment necessary::: just show up between 12-8pm! Learn more: https://mn.gov/covid19/vaccine/find-vaccine/statefairvaccine/index.jsp  MN.GOV State Fair Vaccine / COVID-19 Updates and Information - State of Minnesota,2021-05-26 14:01:33,Kris Chesak Pansing,https:// summit.news/ 2021/05/26/ johns-hopkins-pr of-half-of-amer icans-have-natu ral-immunity-di smissing-it-is- biggest-failure -of-medical-lea dership/ ?fbclid=IwAR3IwN yk0Rj3-UIwGhgv9 5gxf0oC7mq7zE9x BGWOTzlG1o9beCL l6a7D_T4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"U of M Twin Cities professor Damien Fair was awarded the prestigious MacArthur ""genius grant"" fellowship for his work in mapping the complexities of human brain development. Learn more about his extraordinary work! #UMNproud https://z.umn.edu/6wuf  TWIN-CITIES.UMN.EDU MacArthur fellow tackles the enigma of the growing mind",2021-05-24 15:00:19,Absolutely horrible you all didn't have an in person graduation! All the other colleges I know did! So so sad for all the kids that worked so hard to graduate to not get a ceremony!😢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNdriven Spotlight: Mohamed Yakub came to the U to complete his PhD in Plant Biological Sciences. He fell in love with the campus and the opportunities students have to connect with research experts in their field.,2021-05-22 22:03:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biking is one of the best parts of Minnesota - but what do you do when you need to use the restroom during your ride? A U of M project - titled MN Bike and GO - is helping you track public restrooms while you ride. Learn more! https://z.umn.edu/6wu4  TWIN-CITIES.UMN.EDU Tracking public restrooms on Minnesota bike trails,2021-05-21 17:00:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The pandemic doesn't stop NASA—or student interns! Learn more about the out-of-this-world research being conducted by UMN Twin Cities students! https://z.umn.edu/6wjm #UMNproud  TWIN-CITIES.UMN.EDU Pandemic doesn’t stop NASA—or student interns,2021-05-20 14:28:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You did it::: Class of 2021! We celebrate your achievement. #UMNproud,2021-05-19 14:36:23,THANK YOU! I am so proud of myself.,Congratulations class of 2021!  Please don’t forget the “forgotten class” of 2020 who only had a virtual commencement watching from home. University of Minnesota you can do better::: the students did their part.,My graduate did not have an in person ceremony::: only zoom. Why did some students have in person grad????,Yay !!! Good for you ::: Elizabeth !!,Hats off to thee::: my fellow Gophers.,Dawn Metzger,Tearapot Rungsuwun,Londono Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring is here and with it comes time for Minnesotans to tend to their gardens! Anne Sawyer::: an Assistant Extension Professor at the U of M::: answers questions about soil health and how it translates to healthy plants this growing season. Read more: https://z.umn.edu/6wje,2021-05-18 15:15:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autonomous vehicles could lead to transportation infrastructure that is kinder on our water system. The work of University of Minnesota College of Design Minnesota Design Center is discovering how this can improve our economy and environment. https://www.cts.umn.edu/news/2021/april/autonomous,2021-05-17 18:55:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moove along spring semester– summer's here! We know what you're thinking: 'Dair-we post another pun?' But we assure you::: we'll cattle up as many as we can. #UMNproud,2021-05-17 15:00:23,Very beautiful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMN Twin Cities alum Sanda Ojiambo is the CEO and executive director of the UN's Global Compact. She is dedicated to addressing global inequalities through her organization. Learn more about her work below. #UMNproud https://z.umn.edu/6way  TWIN-CITIES.UMN.EDU A worldwide emergency,2021-05-16 17:00:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNdriven Spotlight: Priya Saravanakumaran is a third-year undergraduate pursuing a degree in Political Science and Psychology::: and hopes to be a lawyer after graduation. Since a field trip to the U in 5th grade::: she dreamed of becoming a Gopher!,2021-05-15 21:33:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2021 College of Science and Engineering::: University of Minnesota grad Tanmay Agarwal thinks that research careers should be as lauded as careers in Big Tech. He started his own podcast while at the U::: titled ""Undergraduate AI""::: where he interviewed professors::: researchers::: and industry insiders. Learn more! #UMNproud https://z.umn.edu/6waf  TWIN-CITIES.UMN.EDU A niche in research and podcasting",2021-05-15 17:00:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After dropping out of high school at 16::: Christina Norris overcame challenge after challenge and is graduating with a degree in Family Social Science from the College of Education and Human Development | University of Minnesota. Learn what’s next for Christina! https://z.umn.edu/6vxw #UMNproud #Classof2021,2021-05-14 19:00:40,Keep going! The U is with you! You have the strength now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wondering what the University has been up to? Check out the latest installment of ""UMN Headlines"" below::: which includes a special tribute to our Class of 2021 graduates! #UMNproud  YOUTUBE.COM UMN Headlines: May 2021",2021-05-14 14:19:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Army veteran::: 2020 Tillman Scholar::: and TikTok star Kevin Bubolz can add #Classof2021 graduate to his resume! He plans to use his University of Minnesota Carlson School of Management degree to further “business as a force for good”. Learn more: https://z.umn.edu/6vxt #UMNproud,2021-05-13 21:02:06,Congratulations ! ❤️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"College of Liberal Arts | University of Minnesota May 12::: 2021 at 10:02 AM ·  ""I've become more open and put myself out there significantly more than my freshman year! I definitely grew socially::: which will help both personally and professionally:::"" says University of Minnesota Psychology student Jessica Oka Demmler.  Seniors: post your own “Then & Now” (tag us! #UMNCLA)::: or share your story at http://ow.ly/DvNO50Eonj0 for the chance to be featured on our social media.",2021-05-13 17:35:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This past year has added layer upon layer of stress for our communities::: and the mental health crisis isn't over. Still::: our students have demonstrated unbelievable resilience that should be celebrated. https://z.umn.edu/6vqx  TWIN-CITIES.UMN.EDU Light after the long::: dark winter,2021-05-13 15:00:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systemic inequity also leads to people of color experiencing more intense exposure to air pollution::: found in the new collaborative research involving College of Science and Engineering::: University of Minnesota professor Jason Hill. Read more below.  CSE.UMN.EDU People of color hardest hit by air pollution from nearly all emission sources | College | College of Science and Engineering,2021-05-12 19:33:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go Nibir!!! #UMNProud  College of Science and Engineering::: University of Minnesota May 12::: 2021 at 10:12 AM ·  Our favorite Jeopardy! winner is back! CSE student Nibir Sarma is returning to the game show next week for the Tournament of Champions. Catch him in action on Tuesday::: May 18 and learn more about how you can watch: https://z.umn.edu/returntojeopardy. #UMNProud,2021-05-12 18:24:17,Go Nibir!! #UMNProud,Sure wish I could. Stupid feud between network and whomever. Have not been able to watch Jeopardy since December. Ugh.,Lydia Blakely,I actually own that hoodie lol,Caitlyn Rize Annie Roach Sudman Gavin McKibben Camille Verdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After George Floyd’s murder::: Bryant Jones fed thousands who gathered to protest police brutality. Now::: he is graduating from CFANS with a degree in Plant Science. Learn more: https://z.umn.edu/6vxo #UMNproud #Classof2021,2021-05-11 15:02:05,👍 He makes me proud to be a fellow Minnesota Alumnus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"College of Liberal Arts | University of Minnesota May 10::: 2021 at 7:04 AM ·  ""I have matured in so many ways that i never thought would have been possible both emotionally::: mentally::: and professionally:::"" says urban studies student Tobi Ladipo when looking back at her college career.  Seniors: post your own “Then & Now” (tag us! #UMNCLA)::: or share your story at http://ow.ly/DvNO50Eonj0 for the chance to be featured on our social media.",2021-05-10 16:59:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNdriven Spotlight: After receiving her degree in Communications with a minor in Public Health::: Iris Krandel moved to Chicago to work at a local non-profit. As a student::: she loved being an Admissions Ambassador and make corny jokes to show off our beautiful campus!,2021-05-10 14:59:05,Iris Krandel rocks!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 College of Science and Engineering::: University of Minnesota grad Meghan Cahill nearly dropped out of school her freshman year. She persevered::: is graduating summa cum laude::: and now hopes to make a difference in the field of sustainable agriculture. Learn more: https://z.umn.edu/6vxk #UMNproud #Classof2021,2021-05-09 22:00:17,Hats off to thee::: Meghan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilli Ambort completed a Chinese language minor at the University of Minnesota Twin Cities last year. Now::: she is excited to travel to China and continue her education as a Yenching Scholar. Read more: https://z.umn.edu/6vfx #UMNproud,2021-05-08 15:00:33,21 Michigan vs. 19 Minnesota 👇 Click the link below to watch it http:// network-sports.s ite/ softball.php Don't miss today's live College Softball match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anita Randolph::: an assistant professor in the Department of Pediatrics::: began with a fascination for exotic cats::: which eventually led to a love for community engagement through neuroscience. Read more about her incredible journey: https://z.umn.edu/6vfr #UMNproud,2021-05-07 19:45:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Juicy Jewel™ is the newest pear cultivar from the fruit breeding program at the University of Minnesota. This pear-fect treat will be ready to harvest mid-August in central Minnesota! Read more: https://mnhardy.umn.edu/juicy-jewel,2021-05-07 15:00:11,These look delicious! Hope the fruit will be available for purchase sometime in the near future.,Excellent,Interesting article!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are #UMNproud of you::: Gophers! Stay motivated::: study hard::: and remember to take care of yourself. 💛,2021-05-06 15:00:14,Oh I remember theses days!! Carry on! 💛,Tearapot Rungsuwun,I remember theses days!! Carry and happy on!😢😎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Mental health crisis existed long before 2020::: but the imperfect storm of a pandemic::: racial injustice::: and a tumultuous election worsened it. For Mental Health Awareness Month::: we're sharing student stories::: as well as resources to help. https://z.umn.edu/6vqs,2021-05-05 15:30:08,Define racial injustice.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#UMNResearch Brief: A study from University of Minnesota Carlson School of Management found that having ""star"" employees in workgroups positively influenced co-worker performance up to a certain point. After that::: there are diminishing returns. Learn more at https://z.umn.edu/6vfj.",2021-05-04 18:30:13,I appreciate that people are becoming woke. I just wish we could pick and chose who joins our side. You can have Lauren Meyers back. Shes not helping things.,"What is a ""star employee"". One that is the best at there job but doesn't flaunt it or the millennial way by doing it half as good but make sure everyone knows you did a good job with all the bullshit awards they give to everyone",SICK - Lauren Meyers::: an executive member of the school’s student association::: had been speaking to her fellow executive board members on a teleconferencin g call when she made the now-viral remarks.  She’d specifically been speaking about a letter that the association had sent school president Joan Gabel. In the letter::: the students accused the campus police of being unconcerned about the “safety and wellness” of minority students and threatened “direct actions” if their demands weren’t met.  Video footage from the teleconferencin g call shows Meyers being asked by a fellow member to clarify what was meant by “direct actions.”,Is Lauren Meyers on leave yet? Asking for a friend,Expel her!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop by McNamara and snap your photo! #UMNProud  University of Minnesota Alumni Association May 3::: 2021 at 1:00 PM ·  Giant Graduation Photo-Op? Don't mind if I do! Stop by the south side of McNamara Alumni Center today through May 17 for the chance to snap a quick picture. Share a photo of yourself at the photo op and tag #UMNAlumni on Instagram or Twitter- the first 50 to post will receive a free one-year membership to the Alumni Association!,2021-05-04 14:46:26,How wonderful!,THIS IS GREAT!!!!,Brandon be ready to do this when we are there.,Are you also proud of your CFO of the MSA for encouraging law breaking and insurrection? Maybe you should force her to resign and press charges on her before she brings your University down with her,SICK - Lauren Meyers::: an executive member of the school’s student association::: had been speaking to her fellow executive board members on a teleconferencin g call when she made the now-viral remarks. She’d specifically been speaking about a letter that the association had sent school president Joan Gabel. In the letter::: the students accused the campus police of being unconcerned about the “safety and wellness” of minority students and threatened “direct actions” if their demands weren’t met. Video footage from the teleconferencin g call shows Meyers being asked by a fellow member to clarify what was meant by “direct actions.”,Expel her!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May is Asian Pacific American Heritage Month! Check out the Asian Pacific American Resource Center::: dedicated to cultivating a community committed to education and AAPI empowerment. #UMNproud  Learn more at http://aparc.umn.edu/.,2021-05-03 14:00:14,Outstanding Gophers!,Rock it you amazing MN Gophers!!!,What are you teaching at that cesspool? Expel Lauren Meyers for putting cops and other students lives in danger! Disgusting.,If Lauren Meyers is the best you have wow congratulations,Excellent,EXPEL LAUREN MEYERS.,expel laurem meyers,SICK - Lauren Meyers::: an executive member of the school’s student association::: had been speaking to her fellow executive board members on a teleconferencin g call when she made the now-viral remarks. She’d specifically been speaking about a letter that the association had sent school president Joan Gabel. In the letter::: the students accused the campus police of being unconcerned about the “safety and wellness” of minority students and threatened “direct actions” if their demands weren’t met. Video footage from the teleconferencin g call shows Meyers being asked by a fellow member to clarify what was meant by “direct actions.”,Can you imagine if another student was raped or killed because cops were instead responding elsewhere to a fake call?  https:// nypost.com/2021/ 04/28/ university-of-mi nnesota-student -leader-urges-p eers-to-make-li fe-hell-for-cop s/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNdriven Spotlight: For Biomedical Engineering student Sylvester Nwosuji Jr.::: studying at the U of M Twin Cities is about being a part of the great innovation that comes through research & discovery. One day::: Sylvester hopes to hold a doctoral degree in Biomedical Engineering!,2021-05-01 17:00:14,What a joke of an education,Lauren Meyers needs to be expelled and possibly arrested. By encouraging others to tie up UMPD resources she is endangering those who actually need those resources.,Go for it! You are awesome!🎉👏,Congratulations ::: young man! You have a bright future ahead. Thank you for all of your hard work and the future contributions you'll make.,Lauren Meyers says to make illegitimate calls to police::: that could take away response to real emergencies. That would make a great lawsuit against the university::: it’s actually on video 😁,What a shame. The University of Minnesota use to have standards::: then Lauren Myers happened.,Has Lauren Meyers been kicked out yet?,EXPEL LAUREN MEYERS.,So y'all had one student government leader fabricate a lie concerning a police stop being racial profiling and another trying to convince other students to make false calls to law enforcement in the span off 4 months?  What the hell is going on at this school?,Just remember::: if your giving the police a hard time::: don't call them when your or your friends are robbed::: raped or murdered.,EXPEL LAUREN MYERS,"Lauren Meyers is the chief financial officer of the Minnesota Student Association and the co-chair of the Office for Student Affairs Mental Health committee. During a video conference with fellow members of the MSA::: Meyers instructed her fellow student government members to use several tactics to ""annoy the s*** out of"" campus law enforcement.",EXPEL LAUREN MEYERS,Nice job in molding young minds. 🤣 I’m sure people will be willing to pay tuition to be a part of this environment. 🤣  For the unintelligent professors living in their ivory tower with guaranteed income throughout the pandemic::: here’s a little hint: she is putting other lives in danger by suggesting this act. It’s not noble. Since it may still be difficult for the clueless professors::: here’s another hint: what she suggests is illegal. Get it yet?  Can’t wait to see college enrollment decline across the country. When jobs get cut in the universities::: maybe you’ll finally listen.  I certainly hope you won’t be censoring this story. I’ll be taking a screen capture::: since I’ve witnessed other universities remove comparable stories from their pages. Hint: if it’s embarrassing::: maybe you should engage in some self-reflection about the culture on your campus.  https:// www.theblaze.com /news/ university-minne sota-student-po lice-video,Make cops lives hell? She shouldn’t be kicked out because of free speech but I would hope the university would issue an opposing statement,SICK - University of Minnesota student leader caught on video telling peers to place fake police calls to make life hell for cops💩🤮💩,My posts keep disappearing!,LAUREN MEYERS IS CALLING FOR STUDENTS TO COMMIT A CRIME...https:// www.foxnews.com/ us/ university-of-mi nnesota-student -leader-make-li fe-hell-for-cop s,Chad Michael Massel,Encouraging criminal activity is not free speech. It is a crime. Lauren Meyers should be immediately expelled from the school and a criminal investigation should by opened.,What are you people going to do about that lawless excuse named Lauren Meyers?,https:// www.dailywire.co m/news/ university-of-mi nnesota-student -government-rep resentative-to- classmates-make -cops-lives-hel l?utm_source=fa cebook&utm_medi um=social&utm_c ampaign=dwbrand &fbclid=IwAR2fN kYS7bIT0blTcRt5 ZAndWm3qGlIU-zA xv_h4eG4myv8KDR CPKitGoyw,https:// www.dailywire.co m/news/ university-of-mi nnesota-student -government-rep resentative-to- classmates-make -cops-lives-hel l?utm_source=fa cebook&utm_medi um=social&utm_c ampaign=dwbrand &fbclid=IwAR0hP QF5506ShylaPlAo uA_GGIIxM0aqw2s RBnSursAkca5cla zabFuwjgI,https:// www.theblaze.com /news/ university-minne sota-student-po lice-video,You have one crapfest of students there::: especially this Lauren Myers::: who should be in a mental institution. She's going to be on some radars that she doesn't want to find out about the hard way::: too. If this is due to the kind of teaching she's received::: your school should be shut down. Radical::: horrible idiots.,your campus is spreading more lies and hate... lol thanks Lauren Meyers! your an idiot. your privilege has no bounds. keep up the Leftist anger train...,Expel that fat unwashed pig 🐖 Lauren Myers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
