🎓 GRADUATE SPOTLIGHT Jillian Dunn always liked volunteering and building relationships::: but she wasn't sure how she would do that with her engineering degree. A chance meeting with a local prosthetist changed that::: helping Dunn find her passion for helping people by making prosthetics.  YOUTUBE.COM Graduating senior Jillian Dunn has a passion for building prosthetics::: and relationships,2021-12-13 15:13:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎓 GRADUATE SPOTLIGHT Despite academic and professional successes::: Abby Tornow was overcome with self-doubt during her time at Iowa State. A sorority sister saw that she was struggling and connected her with a counselor who helped Tornow work through imposter syndrome::: restoring her faith in herself and her skills in architecture.  NEWS.IASTATE.EDU Graduating ISU senior overcomes self-doubt to find success in architecture • News Service • Iowa State University,2021-12-13 15:12:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appointments are available for students and employees during a Dec. 15 campus vaccine clinic. Schedule online by noon Dec. 14. Pfizer COVID-19 boosters and vaccines (first::: second and third for immunocompromised) are being offered. Flu shots also will be available. ℹ️ go.iastate.edu/ZBFSUD  WEB.IASTATE.EDU COVID-19 Vaccinations | Iowa State University,2021-12-10 19:49:25,Justin Mraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHS.IASTATE.EDU Winter | Environmental Health and Safety | Iowa State University  EH&S at Iowa State University 10 December 2021 г.::: 12:00 ·  Snow is expected today! Get prepared::: wear winter gear::: and be ready for changing conditions. Follow @IowaStateUEHS for winter weather safety tips and find more information online: https://www.ehs.iastate.edu/weather/winter.,2021-12-10 18:32:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Back-to-back nights of Hilton Magic ... So good! So good! 🎼,2021-12-10 04:10:52,Nice win tonight::: Clones!!!!,YES!!! YES!!!,A complete 180 from last year. Actually fun to watch the effort. Even more fun to slap the Hawkeyes around while doing it.,Sweet!!,Bradley Tierney,Congratulations to the Women's and Men's basketball teams this week!,Yes!! 2 great teams!!!,Way to go::: we've been waiting 🙌 for this to happen to the Hawkeyes for a long time::: keep it going Cyclones!!!!!!!,Kimberly Nguyen,Congrats! ISU men's basketball back on top. A good coach makes all the difference!,Congratulations ISU!,Congratulations ISU! GO CYCLONES!!!!,🤢,Denis Bland,Iowa looked bad. Should've been a closer score.,GREAT wins!,Congratulations to both teams.,It is real. Ask the Mayor... #Knebraska,Congrats ISU!,‘Clone to the bone! Awesome Iowa State!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOC.IASTATE.EDU Sexual Assault Response | Office of Equal Opportunity  Iowa State Division of Student Affairs 8 December 2021 г.::: 16:35 ·  Iowa State University is committed to preventing sexual assault::: investigating and prosecuting allegations of sexual misconduct::: and supporting victims. Senior Vice President for Student Affairs Dr. Toyia Younger and Associate Vice President for Public Safety and Chief of Police Dr. Michael Newton provide information in a series of videos on how the university responds to sexual assault reports and offers resources. View the videos here: https://www.eoc.iastate.edu/title-ix/sexual-assault,2021-12-08 22:44:51,I will not believe universities when they say this until they cut ties with the fraternities that encourage and protect rapists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who's happier::: the dogs or the students? Barks at Parks is back at the Iowa State University Library for Prep Week.,2021-12-08 22:14:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STUDENTS: Ten classrooms are open after hours this week (Dec. 6-10::: 5:30-11 p.m.) for use as study rooms. 📚 Carver Hall: 0274::: 0294 📚 Pearson Hall: 1105 📚 Physics Hall: 0038::: 0056::: 0058 📚 Ross Hall: 0027::: 0028::: 0029::: 0131,2021-12-06 17:35:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's WinterFest! Stop by President Wintersteen's open house at Beardshear Hall::: take part in activities at the Iowa State University Memorial Union and enjoy a horse-drawn carriage ride. Don't miss out on the celebration! ❄️ studentengagement.iastate.edu/sac-annual-events/winterfest  STUDENTENGAGEMENT.IASTATE.EDU WinterFest,2021-12-03 16:03:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOUTUBE.COM Day of Giving 2021  Iowa State University Foundation 30 November 2021 г.::: 07:39 ·  Today is Giving Tuesday! We are excited to encourage the Cyclone community to do some good today by supporting Iowa State students.  Iowa State University Senior Vice President for Iowa State Division of Student Affairs Dr. Toyia Younger promotes a broad set of resources::: services and staff to help students be their best; whether they need to speak with a professional::: are experiencing food insecurity::: looking for ways to have fun or be well on campus::: or simply need to connect with others who may be experiencing similar struggles. You can help guide students back into their adventure with a gift to Iowa State: https://fundisu.foundation.iastate.edu/givingtuesday,2021-11-30 15:24:29,Tricia McColley,This dude go to school here? Wow. When you see him you will know what a nice guy he is. Not,Tricia McColley,Tricia McColley,Tricia McColley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picture this gift idea: Prints and products featuring photos from the #CycloneVision campus gallery. 📷 https://go.iastate.edu/Y9V8ZC  Holiday order deadlines: -- Economy::: Dec. 6 (prints and products) -- 3-day::: Dec. 14 (prints only) -- 2-day::: Dec. 15 (prints only) -- Next day::: Dec. 16 (prints only),2021-11-29 18:22:11,💘,❤️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REMINDER: University offices are closed Wednesday through Friday (Nov. 24-26). ℹ️ https://www.inside.iastate.edu/article/2021/11/18/holidays  INSIDE.IASTATE.EDU Additional holidays confirmed for Nov. 24::: Dec. 23 • Inside Iowa State for faculty and staff • Iowa State University,2021-11-22 23:00:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thank you for your service. Learn more about the Iowa State University Veterans Center and how it supports our military personnel and their families: ℹ️ www.veterans.iastate.edu  Iowa State University Veterans Center 11 November 2021 г.::: 07:30 ·  The ISU Veterans Center serves more than just military veterans. We also serve Active Duty::: Reservists::: National Guard Members::: ROTC cadets::: and their families. We appreciate the support of our @IowaStateU President::: Wendy Wintersteen::: and wish a Happy Veterans Day to all who have served. The ISU Veteran Center supports you!,2021-11-11 14:36:42,Good,Are you still experimenting on beagles?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall colors have us falling in love with campus more and more each day. #CycloneVision,2021-11-09 18:08:01,Gorgeous!,The campus is gorgeous this time of year!,Prettiest campus anywhere!,Our God is a loving God! Absolutely priceless in my book!! Thanks for sharing Abbey🍂🍁,The most Beautiful Campus!!,Mara Semidei Pacheco,Such a beautiful campus anytime::: but especially in fall.,Monica Colon Que hermoso😍!,I love them and want to share them.,how I wish I was there...,💘,Very beautiful campus! It made going to classes so much fun!,Beautiful campus,So beautiful ISU my U.!,I love this beautiful campus.,Missing Autumn in Iowa!!!,Ames is beautiful in the fall ❤💛❤💛 🍁🍂🌻🐿🐞🏈,Beautiful,Ana Cláudia Pompeu Raminelli,So brings back memories of my time there ISU Grad 84,So great!! I was there 21 years ago! What a memory! 🤩🤩,Love love our ISU campus 💛🧡💛,Oh how I miss the days walking campus in the fall!!,Awesome 😎,Linda Lumancas Mandap,Seriously stunning!!,Is this Heaven? Nope - it’s Iowa State. ❤️🍁💛,The most beautiful campus 🤩,Beautiful,Saad Bin Aslam look at the scenario,It’s always a beautiful campus.,Proud of our campus...,Where are the white squirrels? 🐿,Gorgeous!,Fantastic photos of a really beautiful campus.,Natalie Sanford,beautiful,Such a beautiful campus. We were there in the 60’s & still enjoy a walk around the campus…lots of fun photo opportunities::: as well!,In the autumn even the campus turns Cardinal and Gold. 🙂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three Iowa Staters will be honored in today's annual Gold Star Hall ceremony (3:15 p.m.::: Memorial Union Great Hall). All are welcome to attend.  Learn more about the historic hall and what it represents: 🎥 https://youtu.be/cTb-XBQji7o Learn more about the individuals being honored today: 🗞 www.news.iastate.edu/news/2021/11/01/gold-star-hall  YOUTUBE.COM The walls of Gold Star Hall capture a history of service from ISU students,2021-11-08 16:10:14,As an Army ROTC cadet in the early ‘80s::: one of my best moments was being able to walk post in Gold Star Hall during Veterans Day observances.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#CyDayFriday giveaways!  CyStyle is at Beardshear Hall. 5 November 2021 г.::: 07:54 · Ames ·  The last #CyDayFriday of the football season is today! Come join Cy the Mascot and us outside of Beardshear today from 10-10:30am and celebrate.  If you come wearing your cardinal and gold::: you will get a free tumbler. And the 10 best dressed showing off their Iowa State University spirit will be getting their very own CyDay Friday beanie!,2021-11-05 14:10:59,🙋‍♂️😁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picture yourself here::: surrounded by the beautiful fall colors::: in this #PostcardFromCampus.  YOUTUBE.COM Postcard from Campus: Autumn Beauty,2021-11-03 18:36:10,Like this video? Subscribe to the entire Postcard from Campus series: www.youtube.com / playlist?list=PL xRto7C0hfw60BiI FdwfDUkkG_Z_lmW lG,I was an international student at ISU for some years. I enjoyed the beauty of campus around me. Hope more and more students from all over the globe will attend Iowa State.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We’re not going to disagree with that.  Iowa State University Alumni Association is with Ellen Crawford Mullen. 30 October 2021 г.::: 08:45 ·  Nothing compares to fall on the Iowa State campus 🍂,2021-10-30 15:20:49,I miss you my friends and Teachers at ISU,Was student there 1962 to 1966::: the fall quarter was fantastic,I agree! ❤️🍁🍂,Gorgeous!!,Campus was always beautiful.,I’ve said it before::: but I didn’t take the time to fully appreciate ISU in the fall while there. So much easier to enjoy the beauty without the pressure of exams!,Yes!! Love my beautiful Iowa State campus! Especially in the Fall!,Stunning!,Beautiful 🤩,Gorgeous campus! ❤️,Beautiful Campus!!🍁🍂,Beautiful campus,Love the ISU campus❤️💛,Campanile 1976,It’s such a beautiful campus!,Simply beautiful-\-\-\-\Io wa State University!,So sorry to miss coming back to campus and the game for Homecoming again this year due to Covid/Delta. 🤞🤞🤞 ISU Homecoming 2022 👍,Bello!,So Amazing!,Personally::: I love Spring at Iowa State more than Fall.,Love this campus::: beautiful!,It is indeed.,Erin Thomas,Great memories!,I miss ❤💛,❤️❤️❤️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa State University Alumni Association with Campustown. Paid Partnership ·  Come celebrate tonight with #CyclonesEverywhere at the homecoming pep rally and open house!  This family-friendly event will feature homecoming activities for kids and food for purchase (free with a homecoming button). The pep rally will begin at 7 p.m. in the lot east of the ISU Alumni Center::: featuring the yell-like-hell finalists::: announcement of Cardinal Court honorees::: the ISU varsity marching band::: spirit squad::: and special guests.  📍 ISU Alumni Center 🕑 5 – 9 p.m. ▶️ WATCH LIVE: https://youtu.be/o8Gf-z0tPck  Thank you to our partners at Campustown::: exclusive sponsor of Homecoming 2021: CY of the Storm.,2021-10-22 16:58:34,👍,University of Iowa vs Iowa State University 🇺🇸 Please Join Here 📲👉 https:// centersports3.ka ranghau.us/ hockey.php Friday::: October 29::: 2021 - 7:00 PM CDT Location: Ames/ISU Arena - Ames::: IA Please Like And Share::: Thank you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need to lighten your spring semester course load? Want to speed up your graduation plan? Consider completing an online course over winter break (Dec. 20-Jan. 14). Registration is open through Dec. 22. ℹ www.distance.iastate.edu/winter,2021-10-21 20:45:02,Saludos::: ofrecen cursos de extensión a distancia. German Rodríguez. Desde VENEZUELA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa State University added a new photo. 20 October 2021 г.::: 12:49 · Дополнительные настройки  We found the rainbows. Now who has the (cardinal and) gold? #CycloneVision,2021-10-20 18:49:14,Rochelle Morton Hale,Ivan Potter-Smith,Gorgeous!!!,this is an amazing picture of our campus...,Always my favorite view of campus!,Such a pretty campus,Wow,Simply stunning!,❤💛,Gorgeous Campus…,Iowa State's colors are cardinal and gold. So::: why the Cylone is a cardinal [bird] instead of a cyclone [ref: meteorology]?  https:// www.cyclonelife. net/2013/10/ why-is-cy-a-card inal-if-we-are- the-cyclones/,Saw them walking down Lincoln this evening::: gals and guys painted yellow wearing red suspenders. 😏,Kara Elizabeth 😭,Amazing,The bicyclist is a nice touch.,Taimoor Ul Islam,Iowa State University vs. University of Illinois University of Illinois Ice Arena - Urbana-Champaig n::: ILMedia Kit Live Here : http:// sporttoday.strea m23.org/ hockey.php Sunday::: Oct 30 2021-22 ACHA Men's Regular Season 7:00 PM CDT,Is this photo available for purchase as a print?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa State Homecoming week is almost here. Don't miss out on the celebration! ℹ️ www.isualum.org/homecoming  Iowa State University Alumni Association with Campustown. Paid Partnership ·  The Iowa State Homecoming Parade is this Sunday::: Oct. 17 – kicking off Homecoming 2021: Cy of the Storm! As always::: the parade will feature music::: entertainment::: and a showcase of campus and community partners who are celebrating Iowa State and Cyclones everywhere during Homecoming.  🗓 Sunday::: October 17 🕑 2:00 p.m. CST 📍 Main Street::: Ames  Thank you to our partners at Campustown::: exclusive sponsor of Homecoming 2021: CY of the Storm.,2021-10-14 15:32:51,Joseph Trowbridge David Trowbridge,it is indeed great institution to join::: and am very happy to choose such a great school for my masters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"❤️💛  Iowa State Singers 12 October 2021 г.::: 08:15 ·  An opportunity to record ""The Bells of Iowa State"" came to us recently and we are excited to share it with you!",2021-10-12 20:19:14,Sharon Crabb I got goosebumps listening to this! I thought you'd like it! <3,Marna Adams Stevens❤️💛,Absolutely beautiful! ❤️💛,Such a beautiful song!,Nina Scott Susan Gleckler Such a beautiful rendition::: brought me to tears.,I would go back in a heartbeat.,Beautiful!,Beautiful!,Awesomeness! 💛❤🌪❤💛,Laurie Gage- thought you might like this.,Beautiful!!!,Beautiful,🖖 💞,Absolutely Beautiful ❤💛,Loved it!!!,Brought tears to my eyes!,So beautiful! ❤️,Really shows a lack of diversity,Goosies—and also teary!!!!!!,If the eyes are windows of the Soul::: then the voice becomes the call of Spirit. These young people sound beautiful. Keep it going .... ☘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
