Back when the Class of 2021 first arrived on campus #TBT,2021-04-29 16:03:55,Go Duke!! Congratulations !!,I was still working at Duke! Congrats class of 2021 from a Duke retiree.,Way to go Duke 😃💜💖❤️‍🔥,Congratulations 👏,Congratulations All !!,Go Duke Blue Devils,2021 Commencement https://rb.gy/ bj9sou Please like and share::: thanks,Time marches on into the future-tempus fugit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Over the coming weeks::: we'll celebrate more than 5:::700 members of #Duke2021 starting with Sunday's ceremony for undergraduates 🎓  TODAY.DUKE.EDU Duke To Celebrate More Than 5:::700 New Graduates Sunday And In Coming Weeks,2021-04-28 16:10:01,Go Duke!!,Go Duke Blue Devils,2021 Commencement https://rb.gy/ bj9sou Please like and share::: thanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What advice would you give your first-year self? Members of #Duke2021 reflect on their four years in Durham 🎓  TODAY.DUKE.EDU Class of 2021: What I Wish I Knew as a First-Year Student,2021-04-27 20:09:01,Humanity experiencing very bad and sad time in the history.,Always read and abide by school rules::: and follow course guidelines and instructions to enhance your coursework performance.,I would tell myself that with God's help::: everything would be okay!,Zahid Khan,Walter Li omg 10 years since our 2011 pic,have you seen this Bryn Lawson,Hey 😊,Bryn Lawson 👏,2021 Commencement https://rb.gy/ bj9sou Please like and share::: thanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final exams start today and continue through Saturday 📝  Good luck to all our Blue Devils taking exams ✨,2021-04-27 13:00:57,📸 Bill Snead | @thisisduke on Instagram,Best of luck!,Good luck everyone!,Coming soon inshallah,Good luck everyone!,2021 Commencement https://rb.gy/ bj9sou Please like and share::: thanks,You got this!,I want to go to this Uni what should I do,I will join ASAP..😍,Shaul Toluli,Shaul Toluli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome to Duke Lemur Center's newest addition — infant Coquerel's sifaka Cassia 💚🎉,2021-04-26 22:35:03,Kavya,A baby!!,Beautiful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Sunday::: May 2::: 2021::: Duke University will hold a limited::: in-person commencement ceremony for undergraduate candidates for degrees.  Congratulations::: #Duke2021 🎉  Duke Commencement 2021 Livestream,2021-04-26 20:29:17,2021 Commencement https://rb.gy/ bj9sou Please like and share::: thanks,To the graduating seniors::: of Duke::: after the ceremony tomorrow::: if you do not want to keep your cap and gown::: I will be be glad to take them::: just email me at operationgradua tion21@gmail.co m and I'll come get them. #operationgradua tion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Meghana Sai Iragavarapu was selected to deliver the #Duke2021 student commencement address 🎓  TODAY.DUKE.EDU Student Commencement Speaker on the Spaces that Shrank During the Pandemic,2021-04-26 16:04:00,Congratulations from all of us at The Cornell Club- New York!,Congratulations 👏,Meghana Iragavarapu I LOVE YOU SO MUCH. I AM SO SO PROUD OF YOU XXXXXX,Wow Congrats..👏👏,Wow! Duke has come a lot no way in 31 years.,Congratulations Meghana!!! 👏,2021 Commencement https://rb.gy/ bj9sou Please like and share::: thanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When it comes to COVID-19::: women suffer severe disease at about half the rate of men — A Duke-led study points to one likely reason  CORPORATE.DUKEHEALTH.ORG Duke-Led Team Finds Why Women May Be Better Equipped to Fight COVID,2021-04-25 15:41:01,2021 Commencement https://rb.gy/ bj9sou Please like and share::: thanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congratulations to the four Duke faculty members named Fellows of the American Association for the Advancement of Science (AAAS)  TODAY.DUKE.EDU Dean and Three Senior Faculty Elected to American Academy of Arts and Sciences,2021-04-24 16:18:00,Congratulations 👏,Congratulations,Congratulations,Great Honor Ladies!,Women in science 👏💪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another semester comes to a close — Happy last day of classes::: Blue Devils 🎉,2021-04-23 15:50:43,Photos by James Bowman::: @jb.bow on Instagram,No Order of the Chair ceremony?,Welcome all mates..🥰,Enjoy summer break Blue Devils,Wait they are already done with classes? Hahah. I keep forgetting midd semesters start later than others. Amanda Sofie Bella,I miss Duke University 😢,We write college essays::: blackboard discussions::: and handle entire online courses for you. Exceptional and original work guaranteed for an unbelievably low price.  https:// apluswriters.net /  Email/ iMessage: aplusresearchwr iter@gmail.com  WeChat ID: Research24  Snapchat: aplus_2019  Instagram: aplusresearchwr iter  Skype: Phanis  Discord: phanis#6451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From ghost forests to plastic pollution to solar cells::: here are 12 examples of environmental research and conservation work happening at Duke  TODAY.DUKE.EDU Celebrate Earth Day with 12 Stories About the Environment,2021-04-22 22:33:01,Ho! Ho! Ho! Merry Earth Day! My actions led me to required visits with the administration! Being in the 8th grade had an escape advantage. 1971::: I am in the administration offices::: of the vice-principal' s::: and multiple times in the principal's office. Why? Protect Your Environment with this address: Imperial's address is an Imperial::: one. Our P.Y.E. quickly became a school club.,Marisol Pineda,Amazing study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In honor of Earth Day::: a look at the restoration work Nicholas School of the Environment at Duke researchers and students are doing in North Carolina  NICHOLAS.DUKE.EDU Restoration in Progress,2021-04-22 20:03:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There's no place like home — Happy Earth Day 🌎,2021-04-22 15:26:59,🖤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy 82nd anniversary to Sarah P. Duke Gardens 🌸  The Gardens were dedicated on this day in 1939 ➡️ https://gardens.duke.edu/about/history,2021-04-21 17:55:16,Phase 1 of the Gardens’ reopening began April 1 with plans to move into phase 2 with more visitors as soon as safely possible ➡️ https:// gardens.duke.edu /phase1,MY DAD PURPOSED TO MY MOM HERE 19 42 AFTER ENLISTING IN THE NAVY 111,A beautiful place ! Everyone should visit them whenever they can. I’ve been there every year::: and it’s always a special place.,Hope walk them again soon!,Lovely urban oasis!,Love Duke gardens,I was taken here on Family Sunday walks as a child. I grew up going there as an adult and sitting by the pond with the other hippies. I moved away from Durham in my 20's.. took my husband there a few years ago and he fell in love with it. One of the most beautiful places in the world.,Many happy hours spent here. Looking forward to the day you can reopen to the public to wander the paths!,One of my very favorite places!,Beautiful. Bill would take me there.,That’s a long time ago! Congratulations,Awaiting the day you reopen!,A favorite place to go back in the 40’s and forward.,One of the favorite places to visit on the Duke University campus::: especially in springtime.,We were married there on May 12::: 1972💕🌸,Beautiful spot,Happy Birthday!🎈🎂,Married there in June 1972,Gail::: fun memories!,Joyce Ryan Croft,Colleen Valentine must schedule!,Lillian C. Stecher,Hannah Brown Sheron Allen Elizabeth W. Caswell Lovely!,Gina Giannini,I’ve loved this place since . . .,Always beautiful! 🥰,Absolutely Beautiful,One day i take it photo...🥰 Lovely campus..❤️,Gorgeous,Paradise 🤩,Can’t wait for it to fully reopen::: no other place like it,It is OUTSIDE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
And the #Duke2021 commencement speaker is ...  TODAY.DUKE.EDU John Legend to Deliver 2021 Commencement Address,2021-04-20 15:04:00,Huh,I would also like to add that the people who are putting obnoxious racist misinformed comments on this post probably don’t have any association with Duke University. They read like trolls who spend their free time browsing public posts in order to add inflammatory comments. And are probably not worth anyone’s time. I am a proud employee of this esteemed institution::: and I am very impressed of its work at all levels to begin to tear down structural racism within and beyond the university.,These are all amazing and inspiring leaders! Thank you!!,Was about to say how jealous I was::: but then realized I was even luckier that I got to hear John Legend speak AND play when I was at Duke 😂,I just saw a commercial with John Legend. I was listening without watching. In my mind::: I was saying::: “this is Martin Short”. So::: when I looked and saw that it was John Legend::: it was odd. Does anyone else notice how exactly they sound alike?,Pretty disappointed that people look up to individuals like him just to go with the flow and not be strong with their own convictions!!,He was OUTSTANDING!!,Would't be on my list for speaker.,Yah! Congratulations to all those 2021 Graduates !!! Yah !,Don’t know him well enough to comment::: does he have any connection with Duke?,🤮 And::: my son’s graduating class had Coach K. Yeah. Kind of the same. 🤔 (NOT!),"Why would anyone expect a non ""woke""::: progressive or liberal nut job to deliver an address especially if it is on how to feed off of the government and oppression...",Interesting choice. Will listen in,Happy for the choice of class of 2021 but Class of 2020 should have been a priority,UPenn 2014 Commencement,Legend will blast ✌️,Glad I don’t have to sit through that foolishness!,What about the class of 2020?,What? Is he going to lecture our children about how oppressed they are for being a minority? This is not at all a good choice. A catholic university selecting an abortionist. Just to be woke::: what a disappointment.,Please let him sing his remarks!,Didn’t he go to Penn?,🤣🤣🤣🤣🤣 I’d be mad if I went to Duke. Poor choice,Pls bring him back for class of 2025 🤞🤞,At least it is not his wife! I will say he has got to be better than the awful speaker Duke hade in 2008!!!,Sad.,Matthew Troy,❤️ 💕 Love,David Jones::: where was John Legend when you graduated?!,Sarah Artz 😲,Rhonda Bartee,Mandy Schnell,Maria Bareka 🤩,Wow,Yah ! Congratulations to all those 2021 Graduates !!!!,Kaori Torres,An idiot,Max Povejsil Go back?,Excellent choice! ❤️,OMG! So jealous!,Wow! Unusual choice::: but totally approve!,So exciting!,Great choice! 💙💙,I’m all in if he keeps it to singing!!!,That's Absolutely Awesome!,Love it!!!,Carolyn,May I go?,Love it! 💙,Love love love!! 💙,Liberal A,OUTSTANDING!!!,Such a disappointment 😞,!!!!!!! Kavita Jain,Donald 'Duck' Hughes I thought you’d like to know 😄,Taryn Hayes,Tim... we got a dud.. lol,That's nuts,Not impressed.,Awesome!,Love it!!,I love it,Laynie Kirsch::: what a lucky graduating class!!,Good work sir,Wow!,Amazing!!!,James Park legendd,time to go back and graduate Suaida Firoze Gökçe İçmez,Yesssss,😔,Karen Nichols Klug,Zainab Qazi Songyun Annie Lee,Awesome,Anna Marie Lawson!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A sunny spring day in North Carolina 🍃☀️🌸,2021-04-19 20:49:01,📸 Bill Snead / @thisisduke on Instagram,Wasn’t as sunny all day but the spring greeneries in NC are simply beautiful! Duke campus is always beautiful!,Most beautiful campus!! DUKE Blue::: that is!!! LOVE Duke!!,Beautiful I want to move and come to school here::: hook me up... ♥️♥️🙏🙏🙏💋💋💋,Looking forward to a campus visit in June! Hoping tours start up again! Go Duke!,I need this!! 🥰 Thanks for sharing.,Beautiful Duke Campus!,Happy Spring..😍,Gorgeous,Imagining bae walking down the street 😍 Maria Bareka,One day I will visit the home of my 2nd team,Mary Kerl Retzbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congratulations to Duke Women's Golf on winning the program's 22nd ACC Championship 🔵😈🏆  GODUKE.COM Blue Devils Claim 22nd ACC Championship with 5-0 Win over Florida State - Duke University,2021-04-19 17:32:15,Congratulations,Congratulations,Go Duke Blue Devils,Congratulations !,Rock on Dukies!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From healthcare to criminal justice to environmental sustainability::: Duke researchers and students are using artificial intelligence tools to help solve important societal problems  TODAY.DUKE.EDU Artificial Intelligence Research at Duke,2021-04-18 16:05:01,Learning from machines? or making them smarter?,Read this the other day. A great read & very informative.,W Willroobert Keyn Berryjr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managed by a team of 21 Duke undergraduates::: a new texting platform called DukeLine has a single goal — improving the mental health of students through quick peer response  TODAY.DUKE.EDU ‘In-the-Moment’ Mental Health Support for Students From Their Peers,2021-04-17 16:02:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This time next week — Last day of undergraduate classes 🏁,2021-04-16 16:14:10,Time for Order of the Chair ceremony?,I miss that view ❤️,Beautiful I want to move and come to school here 🙏🙏♥️♥️😘😘💋💋💋💋 Hook me up pls...,Emotions: 🎉💙😈😭,No LDOC concert this year! I worked that event since 2014.,Beautiful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male baboons at the top of the social ladder enjoy many advantages — But according to new research from Jenny Tung::: maintaining their high social status comes with a cost  TODAY.DUKE.EDU A Male Baboon’s Dominance Gives Him Babies::: but Costs Him Years,2021-04-15 21:30:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congratulations to junior Carlee Goldberg — One of 62 students selected nationally as 2021 Truman Scholars  TODAY.DUKE.EDU Duke University Junior Named a Truman Scholar,2021-04-15 16:02:01,Wonderful work! Congratulations Carlee!,Congratulations,Congrats caree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today (4/14) at 4 PM::: we celebrate this year's Duke Presidential Award recipients and recognize the most extraordinary contributions by staff and faculty over the past year 👏  PRESIDENT.DUKE.EDU Duke Presidential Awards - Duke University | Office of the President,2021-04-14 16:05:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In need of a large facility to give East Durham residents easier access to vaccines::: Duke Health and community partners transformed a former rollerskating rink into a vaccine site with a capacity of more than 1:::000 people per day  CORPORATE.DUKEHEALTH.ORG Duke Health & Community Partners Expand COVID-19 Vaccinations at Former Rollerskating Rink,2021-04-13 15:39:01,What a FUN FUN place! great memories,Adam Joseph!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A day to reflect::: relax::: and recharge — Thanks to everyone who helped organize today's Wellness Day activities  📸 James Bowman (@jb.bow on Instagram),2021-04-12 21:35:31,Good to see you excercise,💙💙,You don't need mask's outside! 🤦,What’s with the masks outside??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today is the virtual grand opening of the Duke Behavioral Health Center at Duke Regional Hospital. The new center addresses a long-standing community need for enhanced behavioral health services & provides a setting specifically designed for patient comfort & care.  CORPORATE.DUKEHEALTH.ORG Duke Regional Opens New Behavioral Health Center and Emergency Department,2021-04-12 14:48:09,So important!! Need more of these.,Kevin J. Phillips https:// memoirofprorfili ng.godaddysites .com/ Book out this month Minnesota story. George Floyd::: Philando Castile::: Dante Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
By advance reservation only::: Duke University Chapel is now open to faculty::: staff::: and students to meditate::: reflect::: pray::: contemplate or just be in the Chapel  CHAPEL.DUKE.EDU Students and Employees #FindSanctuary | Duke University Chapel,2021-04-11 16:03:02,Here’s hoping accepted students will soon be considered a part of the Duke community and have access to the chapel for prayer.,Kenzo Archer 司徒雷風,Can alumni make an appointment?,Chris Tuttle,Sarah Scott,Maria Randazzo,Yep,A beautiful chapel!,Beautiful💫,Beautiful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A Duke-led study shows that sea-level rise is killing trees along North Carolina's coast::: creating ""ghost forests"" that are visible from space  TODAY.DUKE.EDU Mapping North Carolina’s Ghost Forests From 430 Miles Up",2021-04-10 16:30:01,Give me a break.. why are waterfront property values skyrocketing? And how can insurance companies still insure massive waterfront projects....,The entire earth was once covered in water!,So is Wake county putting up condos after condos after houses etc....etc,the Netherlands needs to show us how to preserve the land.,Sea levels have risen by a foot? And looking at 2-5 more feet. Really? Most other research might show centimeters or inches. Why is Miami not underwater?,😶😶😞😞😒,😬😬😬😬,Hello everyone ::: Quality Assignment is providing a high quality of online assignments ::: homework ::: exam and full courses for you at very low rates and we make assignments exam ::: homework and full course of chemistry ::: physics and mathematics::: thermodynamics and fluid mechanics and Computer. We are doing this work from five years . Moreover::: we provide our service in every country like Canada::: Germany::: USA::: UK ::: Australia Kuwait Saudi Arabia and many more countries. We are providing :- ✅ Plagiarism free assignment::: ✅ On-time delivery::: ✅ High quality work::: ✅ Formatted::: ✅ Reasonable price::: ✅ Revisions::: ✅ Timely Promotions. ✅proof read ✅100%work ✅provide plagiarism report ✅grammarlly report ✅Masters and PHD writers. If you are stuck in your task you can contact us on whatsApp link or via Email. Contact details given below. We are available 24/7 to help you and to give our 💯 %. E-mail 📧:- expertassignmen t544@gmail.com 📩 Whatsapp number-+9185292 37648 Whatsapplink is given below,Please call for save,Smart Boy Killar,BS!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Duke Health clinical study is the first in the nation to assess the safety and effectiveness of the Pfizer-BioNTech COVID-19 vaccine in children age 12 and under  CORPORATE.DUKEHEALTH.ORG Duke Enrolls First-in-Nation Children for Pfizer-BioNTech U.S. Clinical Study Trial in Children Under 12,2021-04-09 17:14:45,Thank you Duke for doing this.,https:// m.facebook.com/ story.php?story_ fbid=4441653749 197935&id=10000 0600620324 🤔🤔🤔,Matt Woods,Insanity!!!,https:// m.facebook.com/ story.php?story_ fbid=4441688799 194430&id=10000 0600620324 🤔🤔🤔,Amanda Parsons,Good luck kids. Certainly can't help who your parents are.🤯💉☣️☠️,Guess what! There are serious concerns that young women will NOT be able to bear and/ or carry to term a baby once they receive this experimental shot::: even years later! RESEARCH!!! If there was even the SLIGHTEST chance this jab can make you infertile::: would you really take a chance? Dozens of pregnant women in their second trimester who took the shot miscarried within days. Coincidence??? Look it up!!! Why do you think Big Pharma and Big Tech are censoring medical doctors who are trying to warn fellow Americans??? Follow the $$$$$$$$$$$$$$$$$ https:// principia-scient ific.com/ lawsuit-exposes- covid-jabs-as-u nsafe-transhuma nist-gene-thera pies/,Very dangerous to give children an experimental shot.... not approved by FDA. This is like the Nuremburg. Do not do this.,Synthetic RNA is injected into kids who rarely get COVID. What could possibly go wrong?,https://lc.org/ newsroom/ details/ 032521-lsu-denta l-school-revers es-vaccine-poli cy-2 🤔🤔🤔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An update from President Price — Students participating in undergraduate commencement will now be able to bring up to two guests to the ceremony in Wallace Wade Stadium  TODAY.DUKE.EDU Commencement Update: Limited Number of Guests to Be Allowed in Wallace Wade Stadium,2021-04-08 20:46:09,This was amazing news! Thanks::: Duke!,Wow,🥳,Wonderful!,I'm so excited! Thank you!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
