"Some child welfare agencies are adopting machine learning models to help manage their many referrals. In collaboration with an agency in Colorado::: LIDS researchers have developed a tool to help child welfare specialists understand and trust the models’ predictions.

NEWS.MIT.EDU
Making machine learning more useful to high-stakes decision makers",10/28/21 13:05,"As long as the ""specialist"" takes responsibility for decisions. Each is an individual circumstance but it is amazing why so many are alike. Maybe the model questioning for advice should be directed at the causation and not repairing after the fact?",Researchers who study explainable AI::: they often try to dig deeper into the model itself to explain what the model did. But a big takeaway from this project,"https://
youtu.be/
g8IdSBVwqv0",amazing.,GREEZINGS FROM SWITZERLAND HALLOWEEN NOVEMBER one😎,Ahmed Ehab,lizard people from the tribe of dan are not in ultimate control of this world jesus is.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A new method can quickly assess if a tissue most resembles a solid::: liquid::: or gas. “We hope:::” Ming Guo says::: “doctors can directly tell if a tumor is very solid::: meaning it can’t metastasize yet::: or if it’s more fluid-like::: and a patient is in danger.”

NEWS.MIT.EDU
Solid::: liquid::: or gas? Technique quickly identifies physical state of tissues and tumors",10/27/21 13:10,“Our method would allow a very easy diagnosis of the states of cancer::: simply by examining the positions of cells in a biopsy:::” says Ming Guo,"I graduated phyizzy56::: math5 and nuer45

Bachelors and Doctorates",Best university in the world,"Einstein's universe lasted 100 years.

“Einstein bent the space::: Ferent unbent the space”
Adrian Ferent

Ferent's Universe that began at Ferent Wall will last forever!

https://
www.facebook.com
/nobelprize/
videos/
992269168018155",Diego Mauricio Ariza R,Gabriel,"https://
youtu.be/
_zISmm9q_x0",lizard people from the tribe of dan are not in ultimate control of this world jesus is.,I think they gave MIT some money.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aspects of “next-word prediction” models resemble those of the brain’s language centers — suggesting prediction may be a key component of human language processing. “It’s amazing that the models fit so well:::” says Nancy Kanwisher::: describing her team’s new study.

NEWS.MIT.EDU
Artificial intelligence sheds light on how the brain processes language",10/26/21 13:05,"that's why there is the common aphorism ""jinx::: you owe me a coke"" when two people say exactly the same thing at the same time. People also understand statements immediately when one or two words can't be heard and there's not enough time to analyze context.",Been a poor speller all my life. Maybe some sort of dyslexia. Don't know never been tested but always kept a translation book of phonetic to actual. I don't like being second guessed what my next word will be but I like for finding the correct spelling for words not that commonly read.,The human brain..such a treasure. Very interesting.👍 Language and Linguistics fascinates me.,Correction is better than prediction,is the numerical increment of the estimate in how to design,"https://
youtu.be/
dSIKBliboIo",Is there a job title or offer as computer scientist?,Well so::: the robots will also sing hymns?,Zenobia Gbb,“The better the model is at predicting the next word::: the more closely it fits the human brain:::” says Nancy Kanwisher,"IT You have had a Professor Teacher from Switzerland-Lan
d from the City of LUCERNE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Six members of the MIT community have been elected fellows of the American Physical Society for 2021. The APS Fellowship Program was created in 1921 for those in the physics community to recognize peers who have contributed to advances in physics through original research::: innovative applications::: teaching::: and leadership.

NEWS.MIT.EDU
Six from MIT named American Physical Society Fellows for 2021",10/25/21 13:28,"The Future is Geforce Now Sweepstakes Get more at https://
www.helptostudy.
com/
the-future-is-ge
force-now-sweep
stakes/
Application Deadline: October 28::: 2021
#helptostudy #Students #USA #University #Sweepstakes",Thomas Peacock is a professor in mechanical engineering. He joined the MIT faculty in 2000 and now directs the Environmental Dynamics Laboratory.,Lindley Winslow is an associate professor of physics and holds the Jerrold R. Zacharias Career Development Professorship,Congratulations,Congrats 4 out of 6 are women…yeeeessss,Congratulations🎉,"Congratulations
.!🎉",Congratulations,Congratulations,"👍👍👍
👍❤️👍
Have a nice day ! 👍",The great think is waiting for us in the future.,hello !,Lydia Bourouiba is a physical applied mathematician and associate professor in the MIT Institute for Medical Engineering and Science:::,Hong Liu is a professor of physics and is a member of the MIT Center for Theoretical Physics. He came to MIT in 2003,Laura Grego is the Stanton Nuclear Security Fellow at the Laboratory for Nuclear Security and Policy at MIT,"MIT got building materials in USA: bricks::: wood and stone... it is war in USA::: build your own Military buildings::: airbase::: fort or fortifications.
.. defense buildings to defend yourself... with no money...","https://
www.facebook.com
/
LaFilosofiaDeArm
enioGalindez/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When harnessing the power of life::: being able to see what's going on at the microscopic level comes in handy. Maxine Jonas and Steven Wasserman are teaching faculty in the Department of Biological Engineering and co-instructors of 20.309::: Instrumentation and Measurements for Biological Systems.

Thanks to their combined expertise and legendary teaching style::: this lab-based::: microscope-building class feels more like a family in a playground of endless creative adventures than a required course for the major. And new ways of teaching and learning due to the pandemic only served to strengthen this force of nature at work.

Video: Lillie Paquette",10/24/21 14:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Today we celebrate Avogadro's number::: 6.02 x 10^23! #MoleDay

Illustration: Jose-Luis Olivares/MIT",10/23/21 14:05,So::: as we celebrate π day with 🥧::: do we celebrate mole day with,I am also celebrating this day .🎉,23/10,"Hooray! https://
www.youtube.com/
watch?v=PEiajokf
1fs",¥=¢={¢÷°😭🤤🤭😄,Ahmed Mohamed Fathy,Sir Jalat Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MechE PhD student Charlene Xia is developing a low-cost system to monitor the microbiome of seaweed farms and halt disease spread. She says her goal for the project is “to get people to think about food production in a more holistic and natural way.”

NEWS.MIT.EDU
Saving seaweed with machine learning",10/22/21 12:58,Amazing! such kind of initiatives inspires to think about better things to do for all of us!,Eat fresh food. Avoid processed meals. GOD designed on fresh foods are perfect enough for human.,It's very good. Force to her 💪,The “get people to think” might be the hardest part……,"For latest 5G development worldwide::: Click #SUBSCRIBE button for free https://
www.youtube.com/
c/
Global5GEvolutio
n",interest in sustainably helping our planet:::” says Xia,Jenny Gao We need to join this lab — STAT,Awesome research::: Charlene! 👏 👏 👏,I kinda remember you,"I wonder if neural networks will one day be utilised in forensics (e.g. forensic archaeology::: forensic entomology) to scan wide areas of land for signs of human disturbance and detect areas which may be harbouring decomposing bodies or have had bodies decompose on them. There’s always cues…. Sudden nitrogen influxes (causing microbial changes and sudden plant growth spurts)::: dug up land or lingering signs of unnatural/
inorganic disturbance::: unnatural/
inorganic topology resulting::: insects::: surrounding fungi::: and so on. All you would need is a ton fo data lol Some of which could be produced synthetically by creating some of those disturbances. There are various discrepancies to synthesise the bigger picture.",";#;#:;$(3$^^°√`
`√|×`¶` impossible 😂💛",Here is some real work to combat the effects of climate change. One individual with the knowledge and willingness combined with MIT backing.,Pedro Silveira Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A new study has found that a diet that cuts off cells’ supplies of lipids can slow the growth of tumors in mice. “There's a lot of evidence that diet can affect how fast your cancer progresses::: but this is not a cure:::” Matthew Vander Heiden notes.

NEWS.MIT.EDU
How diet affects tumors",10/21/21 13:00,That picture just makes me hungry for brigadeiros.,Diet is medicine,So::: drink more beer right?,?,Genieta Jeeva time for us to go on a diet,"GREAT!!!
Informations",Good work!!,Keto diet might tunr out to be cancerogenic?,Erica,Farah Hassan,I thoroughly enjoyed Professor Abbott's presentation on cloud modeling with respect to exoplanets. I never would've guessed MIT is full of cowards. Thank God for James Madison University.,“There’s a lot of evidence that diet can affect how fast your cancer progresses::: but this is not a cure:::” says Matthew Vander Heiden,"if you want to study hard and want to achieve your study goals.dont worry.you can study with me.it will help me you to maintain your consistency as well as it will motivate you to study.😍😍you can subscribe the channel for daily study videos. https://
youtu.be/
BbD1yZdGM-M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While four-legged robots have made solid progress::: they still lag behind animals in traversing rugged landscapes. A new control system::: demonstrated using MIT’s robotic mini cheetah::: enables such robots to jump across uneven terrain in real time.

Learn more about how MIT researchers have developed a system that improves the speed and agility of legged robots as they jump across gaps in the terrain: http://mitsha.re/hS4650Guw45

Video: Melanie Gonick/MIT",10/20/21 13:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From farmers to supply chains::: Karen Zheng tackles operations issues from around the globe. “I want to know how I can model a problem correctly and shape my research to capture what is happening in the real world:::” she says.

NEWS.MIT.EDU
Improving management everywhere",10/18/21 13:19,"Interesting Theory of Change: ""Can we create a system::: together::: that will generate value for all? "" Hopefully this system involves different stakeholders::: including some that generate a lot positive social and environmental impact::: but struggle to generate wealth.","MODELING change by focusing on supply chain efficiency and logistics in agriculture. #BeeColony::: The #efficient state of colonies population increase and decline is linked in both combination and isolation of pollen-nutritio
n. #PollenNutrition is a policy affecting #WorkerBee day to day deployment industry and the #queen #productivity. The field practical reliance is an involvemental process. Thanks for such powerful information.",You look like a head ring created by the uk named Lloyd Curtis,Enhancing the image associated with Karen..,hi every one,"#SaveBangladeshi
Hindus","https://
www.facebook.com
/
LaFilosofiaDeArm
enioGalindez/",MIT canceled geophysicist Dorian Abbot because of activists?? Awww... the mob can't act on their own merit::: fairness and equality? 🤔,"Serge Clarsfeld was born in Romania!
Why don't we have a trial of the Communist Criminals in Romania?
Stalin also sent many Jewish communists to Romania::: which Serge Clarsfeld heard about.
Today Romania is led by the descendants of the communists and the Secret police (SRI).
Today Romania has 3000 generals and most Secret police in the world 8 times more than in communism. More than a quarter of the country's population emigrated from Corrupt Romania in 30 years.
No one in the EU::: in the world helps us!

You know that the president Ion Iliescu a communist::: and the prime minister Petre Roman who killed more people than Ceausescu in 1989::: are free!
https://
stiri.botosani.r
o/stiri/
actualitate/
de-ce-nu-avem-un
-proces-al-comu
nismului-iata-l
ista-evreilor-c
omunisti-care-a
u-condus-romani
a-in-anii-celei
-mai-crunte-dic
taturi-si-repre
siuni.html

https://
www.facebook.com
/
TheGenesisPrize.
Ru/
https://
www.facebook.com
/
TheGenesisPrize","https://
www.dailymail.co
.uk/news/
article-10058861
/
Academic-lecture
-MIT-canceled-o
utraging-totali
tarian-Twitter-
mob.html","the Atlantic says::: “According to a recent poll by the Pew Research Center::: for example::: 74 percent of Americans believe that::: in making hiring decisions::: companies and organizations should “only take qualifications into account::: even if it results in less diversity”; just 24 percent agreed that they should “also take race and ethnicity into account in order to increase diversity.” Similarly::: in a 2020 referendum on affirmative action::: 57 percent of voters in California—a very liberal state that also happens to be majority minority—voted to uphold a ban on the practice.”

https://
www.theatlantic.
com/ideas/
archive/2021/10/
why-latest-campu
s-cancellation-
different/
620352/

MIT you are acting as marketing agent of hate mongers. When history is written in 50 years::: one of the most despicable names will be MIT and its head Dr. Rafeal Reif for capitulating to dregs to circumvent due process::: trample on merit therefore create iniquity for the better qualified and are basically inconsequential
because they do NOT exist?

Is Twitter handle enough to drive a car::: replace passport? Then how can a Twitter comment be reason to fire::: cancel? Its heresy - anonymous charge is heresy.","📌Want to boost your grades? These experts have plenty essay ideas for you. Check this out👇
https://
write-paper-for-
me.online/
?rt=kyh1QMik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maria Zuber testifies before Congress on striking the right balance between research security and openness: “U.S. competitiveness depends less on defensive measures than on what we do to strengthen our own capacities:::” says MIT’s vice president for research.

NEWS.MIT.EDU
Maria Zuber testifies before Congress on striking the right balance between research security and openness",10/17/21 14:05,We must put America first in order to be strong enough to help others..🌿,Sergio Perez Rodriguez,"Congratulations
Maam great policy in right balance between research security and openness at United State Department.

Thank you",Concrete is man made stone. Concrete buildings::: houses::: bridges::: roads::: palaces::: castles::: forts::: can also be made from stones cut into blocks. Concrete is mixed and shaped into blocks. It is the same. Western half of USA are high stone hills.,"define your sentence::: each word https://
theappdictionary
.com/ bring full definition to yourself","Zuber said that both the federal government and U.S. universities have roles to play in creating a scientific research environment that is both open and secure.
土鳳梨酥一塊 流口水 找AIT孫",Shame on you all for talking about research security but then shunning people who don’t agree with you. You can’t have your cake and eat it to on this topic. Absolutely an embarrassment!,"https://
www.facebook.com
/
LaFilosofiaDeArm
enioGalindez/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When the cup lifts::: the CAKE becomes PERFECTLY COLORFUL!.. 🌈🌈,10/16/21 23:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Caitlin Braun MBA ’21::: SM ’21 covers ground as an Ironman triathlete — and scales new heights at J&E Precision Tool::: which provides parts to the aerospace and defense industries.

NEWS.MIT.EDU
From triathlons to aerospace::: Caitlin Braun MBA ’21::: SM ’21 pursues passions for leadership and manufacturing",10/16/21 14:05,Even Tony Stark finally came to terms with being responsible as an arms weapons industrialist.,You are an Ironman!,😮😮😮,Congratulations,"We demand safety of Bangladeshi Hindus.✊

#StopCommunalAtt
ack
#SaveBangladeshi
Hindus
#BangladeshiHind
uWantSafety
#WeDemandSafety
#WeDemandJustice
#SaveHindus
#SaveHinduTemple
s
#SaveOurCommunit
y
#SaveHumanity",“Our goal is to become the standard for how aerospace parts are made:::” Braun says.,"#SaveHindus
#SaveHinduTemple
s
#Wewantjustice
#saveminorityhin
du
#IAmFeelingUnsaf
eInBangladesh
#SaveTheHinduOfB
angladesh
#StopCommunalAtt
ack
#SaveBangladeshH
indus
#SaveBangladeshi
Hindus
#BangladeshiHind
uWantSafety
#WeDemandJustice
#WeDemandSafety","#SaveHindus
#SaveHinduTemple
s
#Wewantjustice
#saveminorityhin
du
#IAmFeelingUnsaf
eInBangladesh
#SaveTheHinduOfB
angladesh
#StopCommunalAtt
ack
#SaveBangladeshH
indus
#SaveBangladeshi
Hindus
#BangladeshiHind
uWantSafety
#WeDemandJustice
#WeDemandSafety","#SaveHindus
#SaveHinduTemple
s
#Wewantjustice
#saveminorityhin
du
#IAmFeelingUnsaf
eInBangladesh
#SaveTheHinduOfB
angladesh
#StopCommunalAtt
ack
#SaveBangladeshH
indus
#SaveBangladeshi
Hindus
#BangladeshiHind
uWantSafety
#WeDemandJustice
#WeDemandSafety","#SaveHindus
#SaveHinduTemple
s
#Wewantjustice
#saveminorityhin
du
#IAmFeelingUnsaf
eInBangladesh
#SaveTheHinduOfB
angladesh
#StopCommunalAtt
ack
#SaveBangladeshH
indus
#SaveBangladeshi
Hindus
#BangladeshiHind
uWantSafety
#WeDemandJustice
#WeDemandSafety",Olufemi Abimbola Afuwape T. Abiola,technology hub ?,"#SaveHindus
#SaveHinduTemple
s
#Wewantjustice
#saveminorityhin
du
#IAmFeelingUnsaf
eInBangladesh
#SaveTheHinduOfB
angladesh
#StopCommunalAtt
ack
#SaveBangladeshH
indus
#SaveBangladeshi
Hindus
#BangladeshiHind
uWantSafety
#WeDemandJustice
#WeDemandSafety","#SaveHindus
#SaveHinduTemple
s
#Wewantjustice
#saveminorityhin
du
#IAmFeelingUnsaf
eInBangladesh
#SaveTheHinduOfB
angladesh
#StopCommunalAtt
ack
#SaveBangladeshH
indus
#SaveBangladeshi
Hindus
#BangladeshiHind
uWantSafety
#WeDemandJustice
#WeDemandSafety","#SaveHindus
#SaveHinduTemple
s
#Wewantjustice
#saveminorityhin
du
#IAmFeelingUnsaf
eInBangladesh
#SaveTheHinduOfB
angladesh
#StopCommunalAtt
ack
#SaveBangladeshH
indus
#SaveBangladeshi
Hindus
#BangladeshiHind
uWantSafety
#WeDemandJustice
#WeDemandSafety","#SaveHindus
#SaveHinduTemple
s
#Wewantjustice
#saveminorityhin
du
#IAmFeelingUnsaf
eInBangladesh
#SaveTheHinduOfB
angladesh
#StopCommunalAtt
ack
#SaveBangladeshH
indus
#SaveBangladeshi
Hindus
#BangladeshiHind
uWantSafety
#WeDemandJustice
#WeDemandSafety","#SaveHindus
#SaveHinduTemple
s
#Wewantjustice
#saveminorityhin
du
#IAmFeelingUnsaf
eInBangladesh
#SaveTheHinduOfB
angladesh
#StopCommunalAtt
ack
#SaveBangladeshH
indus
#SaveBangladeshi
Hindus
#BangladeshiHind
uWantSafety
#WeDemandJustice
#WeDemandSafety","#SaveHindus
#SaveHinduTemple
s
#Wewantjustice
#saveminorityhin
du
#IAmFeelingUnsaf
eInBangladesh
#SaveTheHinduOfB
angladesh
#StopCommunalAtt
ack
#SaveBangladeshH
indus
#SaveBangladeshi
Hindus
#BangladeshiHind
uWantSafety
#WeDemandJustice
#WeDemandSafety",Wow 💜,Can you see sadness::: sorrows::: despair when u look into my eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A new fiber can be made into clothing that senses how much it is stretched or compressed::: and then responds with vibration or other signals. Such garments could help train singers or athletes to control their breathing::: MIT Media Lab researchers say.

Read more about how new fibers can make breath-regulating garments: http://mitsha.re/AvNH50Gs1AC

Video: Melanie Gonick/MIT",10/15/21 14:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A neural network developed by CSAIL researchers learns the true cause-and-effect relationships underlying its navigation tasks — which helps it operate in unfamiliar conditions. “This is essential for safety-critical applications:::” says Ramin Hasani.

NEWS.MIT.EDU
These neural networks know what they’re doing",10/14/21 13:05,<that invisible finishing line people like to cross>,"For latest 5G development worldwide::: Click #SUBSCRIBE button for free https://
www.youtube.com/
c/
Global5GEvolutio
n","all fun and games until greedy selfish billionaires who have no problem running weapons manufacturers get their sweaty little hands on it

do you really believe the money people will put this to altruistic use?",<living the dream>,Really it's great,"https://
youtu.be/
AXgK4eRyuWo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"With a double major in linguistics and computer science::: senior Rujul Gandhi works to surmount language and cultural barriers::: globally and on campus. Her most meaningful projects are those centered around empathy for others’ experiences.

NEWS.MIT.EDU
At the crossroads of language::: technology::: and empathy",10/13/21 13:05,How do you program empathy? Is it just a simple matter of communication? It think you need shared experiences as well (MIT class of 1969).,"Sounds like there's work remaining to be done on campus regarding barriers to communication..
.https://
www.theatlantic.
com/ideas/
archive/2021/10/
why-latest-campu
s-cancellation-
different/
620352/",Jeremy Philemon,the world needs more of that,Gandhi is determined to prioritize social impact while looking for those solutions. Through various leadership roles in on-campus,Great,"https://
youtu.be/
oGDsPp7potA",Boston ....,Awesome!!!!,Margaret M. M. Wojcieszek,"MIT scientists lifted my work they knew and had no scientific integrity and moral character to at least acknowledge my work. Worlds famous institution does not have to have thieves of its payroll. INstitutional and ethnic our-game playing scientists are the shame of science:

https://
www.linkedin.com
/pulse/
usa-science-has-
leadership-edis
her-kaghashvili
-phd-

P.S. I hope the ethnic team from MIT will read and take action::: at least like one LM people did: please do not contact our scientists (since the main purpose of these teams::: as I understand now after 10+years famous scientists are lifting my work::: is to protect their own money bringing (taxpayers 'milking' I would say) famous scientists.",Hi there! I am a very efficient private tutor who has been working on the industry for 7 years. I handle computer science assignments::: statistics::: physics::: mathematics::: chemistry::: biology::: management::: business::: history::: geography::: Religion::: nursing::: health and medical and Film. Please inbox for assistance in your assignments. I will help you attain the best grades.,"https://
www.facebook.com
/85452072376/
posts/
1015861006719737
7/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joshua Angrist::: the Ford Professor of Economics and a member of MIT’s faculty since 1996::: has won the 2021 Nobel Prize in economics for “methodological contributions to the analysis of causal relationships.” He shares the prize with David Card and Guido Imbens.

NEWS.MIT.EDU
MIT economist Joshua Angrist shares Nobel Prize",10/12/21 13:05,Congrats Dr Joshua Angrist and MIT,A pleasure to have been in his class,👍👍,🙏🙏,Did he figure out how to do gamestonk x1000 or fix the global supply chain problem?,"Top Fan
Jerzy Cespedes",I am so glad that they choose to give it to him and not to one physical scientist pushing this climate agenda bs. This man is actually a merit to the scientific community and I am very proud of him!,"https://
www.facebook.com
/85452072376/
posts/
1015861006719737
7/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
