🗣 Attention future Illini  The freshman application deadline for Fall 2022 admission is due TONIGHT at 11:59 p.m. CST.  Best of luck::: and we hope to see you on campus this coming fall. 🧡,2022-01-05 11:46:00,One of the best decisions I ever made was to attend U of I!! Graduated Class of 2002,Welcome to the future UIUC students.,Thanks 🙏😊 I see myself at UIUC for Fall2022.,👍,Should we go back Torri McTeague Alexa Majus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four years. Free tuition. That’s #IllinoisCommitment.  Learn more and see if you might qualify ▶️ admissions.illinois.edu/commitment,2022-01-04 17:49:17,Sorry boss I have to pass on the promotion the raise will eliminate my kids tuition. Nice incentive for workers,Meanwhile College Illinois! 529 doesn’t include screw of i in its list of state schools we can get a tuition freeze for when we started saving into it. so while i saved for my kids’ tuition since they were born i knew from the jump my kids wouldn’t go to my alma mater.,I guess I’m a fool for stating a college funds for my kids !! Because we don’t get a darn penny for either of my kids. 2 kids in college and we are laying FULL price. Because we are married and we both have jobs we don’t qualify for any scholarships grants or financial aid ….,I’m surprised there’s so much hate in these comments. The fact that this program is helping so many is a miracle:::! it would have been so difficult for students like me to afford going to U of I otherwise. Let’s look at this program as a great start::: I’d love for programs to expand to families with more income. It’s wild that fafsa works off parental income while many parents do not contribute to college education.  Still commitment was is a godsend to 30% of students so that’s a major win.,"This completely irritates me. Many parents save for college tuition and are getting ""punished"" for being responsible. Never liked this school.",How lucky for them. Guess they are able to pay for it with the high cost of out of state tuition that we're paying.,Thank you donors for your commitment 💙🧡💙🧡,"Who is paying for the ""free tuition""? ...KATHLEEN",It's no surprise that UIUC should toe the line with other Illinois organizations in the mismanagement of your hard earned money.,Unfortunately getting charity is a poor motivator.,No wonder they’re so broke.,I could have used an Illinois Commitment,Where was this money 8 years ago?,👏👏 rising tide raises all boats,While the middle class drown. Thanks for nothing!,Is the state funding trade schools and apprenticeships for those not going to college who still want a good paying job?,I guess I’m a fool for stating a college funds for my kids !! Because we don’t get a darn penny for either of my kids. Valedictorian of his class and no merit based scholarships available because merit based scholarships are based on Financials not actual merit. We are paying FULL price. Because we are married and we both have jobs we don’t qualify for any scholarships grants or financial aid ….,Bryanna Kelly,Bryanna Kelly,Top fan Soedodo Hardjoamidjojo,Nicholas Gonnella welp looks like I’m only 14 years late 😆,Jenny Assignment-Help,Keeping this to myself isn't a good idea::: I decided to tell everyone so you'll benefit from her. Earn successfully in Binary Options with the help of my account manager Mrs Vanessa Shari trading platform. She's trusted and reliable Vanessa Shari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illini sunsets 🧡💙,2022-01-03 22:20:01,Absolutely breathtaking. Ours have been beautiful here too.,I am afraid this barn/long standing landmark will be torn down. So few round barns remain! What a beautiful picture!,This looks like the round barn in a park north of Kewanee::: IL. Knowing that site I think it is a sunset picture. Of course::: I could have it misidentified then I it could be either. That’s the only round barn I know of.,Do you know why the sky is blue and sunsets are orange?? Because even God is an Illini fan!!!!,“…Amid the broad green plains that nourish our land…”,Downstate Illinois will always be my home….. 🙏🏾,Amazing picture! Great job !,I am confused. Is this sunrise or sunset? The same picture was posted several hours earlier today.,Beautiful view.,Beautiful as ever !,Krista Reinking,🧡💙,Wow,Lisa Unzicker-Wilson,🧡🌞💙,Cathy Bernoski,Beautiful photo!,Awesome!,Gorgeous,Beautiful,So beautiful!,So beautiful 🤍,So pretty!,Beautiful,BEAUTIFUL,Hail to the orange!,Stunning!,Beautiful,Just gorgeous!!,Wow! Stunning!,Love it!!,Woohoo!,So Pretty,Jenny Assignment-Help,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The party has arrived. Welcome::: #ILLINOIS2025. 🧡💙⠀ ⠀ From learning our school songs with University of Illinois Marching Illini to practicing Illini Pride card students to enjoying a concert in Grange Grove featuring Ava Max::: Sights & Sounds kicked off our first-year students' #ILLINOIS journey. Thanks University of Illinois Student Alumni Ambassadors for a great event!,2021-08-20 14:49:08,So great to see the students having a great time! Wishing you a super year at the University of Illinois!!,It’s a great day and time to be an Illini !!! Welcome::: Class of 2025!! All alumni wish you the best as you start your college journey at UIUC!! 🧡💙,Thankful they got to have a much better move in week than my freshman did last year!,Praying they get to enjoy all it means to be an Illini!🔶🔷🔶🔷,Remember my Freshmen year! Proud 1979 BA and 1983 MBA Grad!,My niece is a freshman THIS year,So proud to have a daughter and 2 son in laws that are alumni! I L L I N I 🧡💙🧡,The Class of 1970 says welcome to the happy children of the future::: just like the Class of 1915(!) welcomed us. I-L-L- and Oskee-wow-wow!,Go Illini!,Vern R Chavez,Brennan Taylor did you learn the fight song and Alma Mater?,Rylie Dillow 4 years!,Mayra Lopez Monterroso did your son attend,Laura Reichert Daehler,Brennan Taylor!!!,Oskee wow-wow!,Only one masked student in all the crowds. “You makes your own bed…,I-L-L,NOO what other concerts r going on I need to know?? We having Doja Cat again ??? 😭,The Class of 1991 welcomes you! 🔶🔷,Hello 👋 this a great opportunity for you guys to claim your benefits grant ... !!! Send me a message to claim your prize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Campus Instructional Facility is set to open for the Fall 2021 semester. ✨  CIF is a collaborative hub for students across all disciplines. Every undergraduate college and 36 different departments will have at least one class in the facility. ▶️ bit.ly/3mdB0qQ,2021-08-19 16:21:52,I graduated in 2011 and i have no idea what was next to Grainger back then. Anyone remember?,Super Instagram-photo worthy interior though so that's awesome!,Nice!,Consciously::: Sir/Madame Salutation::: Sir/Madame. I trust everything in your life is going well. If you don't mind permit me to start by presenting myself. My title is Sarker Saad Ahmed::: and on Eminent 10th::: I have gotten my AS level comes about. In my CIE AS level::: I have gotten four A's. After conducting a broad investigation::: I was decided that the University of Illinois Urbana-Champaig n was my best choice for seeking a career in computer science. What A2 grades do I have to get into your college in this case::: and what other points of interest do I have to be guarantee I have to be secure a spot at your college in September 2022? If I apply for an establishment year::: are there any grants accessible at your college? Moreover::: I would like to know when are the due dates for submitting all the information certificates to apply for another stage. I appreciate your taking the time to peruse the letter Is it alright to kindly explain how can I apply for scholarships. All the official certificates are handed below (Except for AS level and IELTS since IELTS I will be appearing this November and AS level I haven't received the original transcript yet so I handed out the provisional statement). I see forward to hearing from you before long. Regards Sarker Saad Ahmed,Such a cool building,Ansh Roy really had to be after we graduated smh,Very impressive!,Show!,Alexandra Manaves if only Chancy Jones make the money go vroom vroom to build us a mechE building for our top 10 engineering education tho 🥺👉👈,Jason Pan,Another cool room and it has electrochromic glass. So when it reaches a certain temperature it darkens and shades the room. You can see the difference here.  Also the ceiling panels are heat and cooling. Water is pumped through them using water from geothermal,Fantastic 😊😂,Wow. Amazing. Students today are lucky.,Fantastic.,Beautiful,Alpri Else,Pay us to do your; #Essays due #javascript Geometry Sociology Anatomy #econometrics #Philosophy Physics Algebra Accounting Chemistry History #Thesis #code Biology paper #webdev Maths Accounting #programming WhatsApp +17742557068,Pay us to do your; #Essays due #javascript Geometry Sociology Anatomy #econometrics #Philosophy Physics Algebra Accounting Chemistry History #Thesis #code Biology paper #webdev Maths Accounting #programming WhatsApp +17742557068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congratulations to the 9:::289 Dean's List students::: 245 Bronze Tablet honorees and more than 9:::000 graduates from the Spring 2021 semester! 🎓  NEWS.ILLINOIS.EDU Spring semester graduates::: Dean's List and Bronze Tablet honorees named,2021-08-18 19:18:33,Congrats to all the graduates!,That’s so great! Congrats::: Emma!,Congratulations ::: Sarah Windelborn!,Congrats Evan Hawkins 🧡💙,Congratulations ::: Emma!,Congrats Paije Raley keep up the good work! So proud of you!!,Congratulations Michael Sosa! So proud of you!,Congratulations !,Congratulations to the Class of 2021!,Congrats Emma!! Very cool! 💐🥳,Congrats to Maya! (Lori),Congratulations 🎊🎉,Congratulations O 💟,Olivia Phillips So proud of you baby girl 🥰😍❤️ page 693 that was a lot of scrolling.,Congrats Olivia Aleksandra Bogacz for being named a Bronze tablet honoree and A Dean’s List Student!,My grandson is on it.,Congrats::: Benjamin Beebe!,Congratulations Bridget Glass and Madison Glass!! 💙🧡,Chase Monmany,Congratulations Clayton Overmyer,My child is there for graduation & Dean's List.,Heather Downing Beyers,Briana Aldama 🤗🤗,Congratulations ::: Caitlyn Isaacson! So proud! 🧡💙,Proud of you::: Kate Bigger!🧡💙,Congratulations Moo Zeyi,Congrats::: Emma Tecktiel! 🥳,Congratulations !,Is this list complete? It stops at “M” for town names. Just wondering,Way to go Makenzie Stevens!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome home! 🧡,2021-08-17 19:08:15,Love seeing Wassaja Hall as a backdrop to these great pictures!🔶🔷,New student week::: volunteering as a guide just to be able to get down there earlier—so much fun!!,Great education and memories for 4 generations of my family! Moved far away and hope to make it back someday,Loved that place! Great memories.,Good times!,Such good times heading back to school.,Class of ‘86. Remember every new student week like it was yesterday. Great friends. Great times. ILL…,Kayla Wilson I can’t wait until u come home u not even gone and I’m missing u already.💯🧡💙💫,I remembered the days when walking from the law school to our parking lot how peaceful...,They are back!,I loved going back to school. Esp when people signed up for The Daily Illini at registration and I earned spending money!,We'll be there tomorrow as Juniors!,Be safe!!,Welcome Future Alumni,I L L,Remember those years….,Nice photos,Megan Carrigan god we are old now,Don't let those Liberal nutjob professors brainwash you. Think freely.,Send me a message saying Hi if you’re ready to claim your grant money!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At #ILLINOIS::: we're innovating new ways to deliver courses online.  Gies Business recently announced a partnership with Coursera to deliver their highly engaging iMBA Program. Learn more about the new structure. ▶ https://bit.ly/3sa3YbS,2021-08-17 17:07:40,Thank You UIUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome back::: Illini. 🔸🔹  For University Housing residents::: the typical Move-In Week process has been modified to maximize safety. Find all the information you need ▶️ housing.illinois.edu/tools/move-in,2021-08-16 16:31:11,I was an Illini Guide in 1985::: helping students move in to ISR that fall. Several groups of parents wanted to give us gratuities::: but we declined these kind offers. LAS 1987,“To thy happy children of the future those of the past send greetings” FAA 1980,Welcome Future Alumni.,Make yourselves at home! My first move-in day at PAR was this weekend in 1981.,They are back.,Welcome Class of 2025 -\-\FAA 1973  I was down at the U of I 8/16/2021 dropping off and helping my niece move in.,WE NEED PACKERS FOR 2nd SHIFT 1pm - 6pm. $30.50 PER HOUR .IF INTERESTED? ASK FOR INFO💵 ✅ Here is all details. If you interested click here.👇👇https:// sites.google.com /view/ gdgfghgcs/home,Workers are needed urgently.....se nd in a DM if you’re interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📍 Allerton Park and Retreat Center  Allerton Park and Retreat Center::: a historical treasure located near Monticello::: Illinois::: features sculpture gardens::: lodging and a mansion facing a reflecting pond::: as well as 14 miles of hiking trails on 1:::500 acres of woodland and prairie areas.  Originally built as a private residence by artist and philanthropist Robert Allerton in 1900::: the grounds and facilities were donated to the University of Illinois in 1946.,2021-08-13 17:02:58,Loved Allerton when I was a student::: 1:::000 years ago. My friends and I often went on weekends.,Looks like it could be in England.,I love Allerton Park. Know at least a few people got married there. It's truly a treasure,One of my favorite places near campus! And I’ve been to the Allerton Garden in Kauai twice. Spectacular,Fred and Elise the structure is magical... Reminiscent of the feelings that John::: Matt::: and I experienced during our trip to the Salk Institute. Thank you for the introducing me to an amazing place to visit in Illinois.,I have fond memories of my hikes in the woods in early 2000s.,My son attended a literature retreat there while at Northern Illinois Univ. about 10 yrs ago!!,Thank you for sharing. Willing to visit.,Y'all need to check out the other Allerton park in Kauai. It's where he and his adopted son would stop on the steam ships back from China on their way back to Champaign,I always enjoyed the Peonies and Iris blooming together in early June at Allerton.,I loved hiking that place back in the 1970’s,Timothy L. Stroud,These are some excellent pictures!,Remember visiting there a couple times.,I remember doing a Concert Choir retreat there in the fall of 1976!,I always enjoyed visiting this amazing place as a U of I student.,One of my favorite places in Illinois,Cameron Have you been here?,Adam Wanna design a show here?,One of my favorite retreats in the 70’s,Timothy L. Stroud,Melissa Johnson Inboriboon did you know this already?,Hey guys am a Kenyan BBIT 4th year student do you offer international scholarships? I would love to do a masters of Data science with the university of Illinois.,The Sun Singer statue.,Timothy L. Stroud,Had many a picnic there,Aidan Olsonour next hiking adventure 💝💝,Vandana RV,Linda Veleckis Nussbaum: good memories here::: right?,Rafal Kendracki,Who took these photos?,Katherine LaSota next retreat location,Gabby Loeck you should check this out some weekend?,Kellie Barker suken gardens,Myrna Minkoff Randall Brown,Still looking great!,Lovely place!,Beautiful 🧡💙,Beautiful spot.,Can’t wait to visit 🧡💙,Audrey Wong we should check this gorgeous site out,Looks absolutely beautiful!👍,Beautiful ❤️,Beautiful,Shawn Batka,Nur Amalina Abdul RazakNur Izzati ZullkeflySiti Hajar Zulkefly😍😍😍,Shady Mutasim,Kaili Li,I have been to this place. A beautiful place!,WELL WELL WELL........YOU R MILLIMAN MENTORSHIP PROGRAM HAS BEEN EXPOSED AS THE DISCRIMINATORY RACEIST PROGRAM IT IS ::::::::: IN FACT ::: IT IS ILLEGAL AND IN DIRECT VIOLATION OF TITLE VI.... AND NOW U of I Urbana Champaign is under investigation for CIVIL RIGHTS VIOLATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📍 Foellinger Auditorium  One of the oldest buildings on campus::: Foellinger Auditorium hosts classes::: public lectures::: concerts and student performances.  As the largest lecture hall on campus::: approximately half of the auditorium’s typical day is devoted to instructional activities. Frequently::: it’s also the site of many student productions::: lectures and commercial performances.,2021-08-12 15:58:18,My second-favorite building - is only beaten by Altgeld::: with the Natural History Building a close contender. I had Intro Biology there (with Darryl Sweeney IIRC) - great times!,Chorus::: band::: Atius-Sachem::: & Greek Mythology first semester freshman year. Amazing structure which made a lasting impression.,This is where Mark L. Qualls and I first saw one another in Accy 101 with 1:::300 other students. He smooth-talked his way into the building almost 9 years later where he proposed to me. We’re coming up on our 20th wedding anniversary this September!,My School::: graduated there BS in Accountancy Class of 2013. Took my BADM courses at Foellinger auditorium. Proud Illini.,Classical Civ 115 with Professor Scalan Fall Semester one year…one of the best classes ever! 🧡💙🔱,My first time in the building was for a Harry Chapin concert during New Student Week in August 1973. More concerts followed::: as well as Midnight Movies::: classes::: tests::: and meetings. This is still one of the first buildings that comes to mind when I think of Illinois.,Such a beautiful building! My classical civ 111 class was there. Also my first Jimmy Buffett concert. Two of my favorite things about school in the ‘70s!,Aside from having Econ & Accy classes there::: the highlight was definitely Dave Matthews & Tim Reynolds in 1996,I went to commencement in the Auditorium. I decided to attend the School of Humanities::: rather than the general commencement. It was a great place to graduate. LAS 1987,Awesome venue (and lecture hall) - saw several shows there Stevie Ray Vaughan::: BB King::: Dizzy Gillespie::: Violent Femmes...,Attended many classes and performances here. Such a cool building!!,We sat in balcony seats there in ‘73 for Harry Chapin concert—great acoustics!,Saw the Ramones there::: the Vertebrats opened. Couldn’t hear for three days.,POS150::: EEE105::: ECON103::: the BoDeans twice! Love this building!,Used to go there often for movies on Friday evenings (late 60s) ....also failed French III final exam there,We had 50 cent movies there on Friday nights in the early 70s. It was a wreck then.,My nephew graduated in that building 2 years ago...awsome,One of my favorite buildings in campus! So beautiful!,Love this old building!!! Played my tenor sax in many concerts there in the early 50's.,Anyone remember seeing Debbie does Dallas there.,American History and Accounting 201. Plus Wheatus and SR71 my first year.,Gorgeous old building! Received “terminal” degree on that stage.,The renovation since I was a student in the early 1980’s is beautiful. Back then it was rather dumpy.,Took Food Science there and attended several Illinois FFA State Award Days.,Fond memories of seeing movies there in the late ‘60s-early 70s.,I remember when all the riff raff would sit in the upper deck and loudly point out the birds flying around when the professor was particularly boring,We saw Billy Joel here my freshman year!,Fell asleep during a lot of lectures in there (front row balcony was the best),Site of a squirrel run during architecture graduation one May!,Received my undergrad diploma there. I’m very grateful to the University for so many things in my life.,They always had great things going on. We use to be able to go see movies for $.50 sometimes.,Saw Harry Chapin -he loved coming to UofI,Saw Bonnie Rait there. Great venue & concert. Go Illini!,Who else here had Greek Mythology with professor Scanlan in Foellinger?,EEE105 & I graduated in this building. My dad also took my mother on their first date to see night of the living dead in this building.,The acoustical design was featured in a 1940’s text of construction technology - taming a sphere is not simple.,Saw Dizzy Gillespie there in 1989! (Probably near the end of his career.),I had a Poly Sci course and saw a Harry Chapin concert there,Besides the cheap movies in the early 70's::: the best show was before the movies when engineering students would launch paper airplanes from the balcony and we would cheer on the ones that would make it all the way to the stage.,Lots of Illini 💙🧡 in this family!,My sister saw Bruce Springsteen there long before he started selling out football stadiums in the ‘80s!,Saw Steve Goodman there several times. Also::: midnight movies on Saturday night. A Clockwork Orange::: Harold and Maude. Classics! Mid-70s.,Beautiful old Building:::my daughter graduated twice in this building.,It was called 'The Auditorium' when I attended U of I. class '73,My first class there was Greek Mythology. Walking in with my chai latte from Espresso and learning about all the Greek gods. Good times. God I miss college.,Econ 101 with Professor Fred Gottlieb fall 1983,Saw John Prine there — probably not As much bouncing Ted Cox but a Good show.,I’m sorry I never entered the auditorium. I remember Little Feat performed there in 1976. WPGU broadcasted the concert which I recorded from the radio.,George McGovern::: Harry Chapin and many more.,The auditorium where I failed my first exam <3,Hidden treasure of our beloved alma mater! ❤️,Crossed that stage to receive my diploma in 1991. 🔶🔷,"Bombed my CS 101 final there in 2003! Couldn't even get a C in ""C""",Stunning::: can’t wait to come see in person Owen Roberts,EEE 105 class .. 2000+ kids on test day .. 50-100 on the other days..,"I saw ""Evita"" there in 1990 my sophomore year.",I took Greek and Roman classical civilization classes there::: watched a “lecture” by Hunter S. Thompson::: and saw Roadmaster open for UFO there too.,Never went inside when I attended U of I class ‘73,Gorgeous restoration!,School of Humanities commencement 1985,Wow! Looking so much better than when I saw it last in 1969 at a Ramones concert. (We walked out-they were drunk::: disgusting and couldn’t get it together to play).,Harry Chapin concert circa 1976 and a whole lot of Midnight Movies includingThe Rocky Horror Picture Show- before it rose to a cult classic status.,Professor Scanlan owns this stage — Classic Civ 111,Sat in the balcony at the Harry Chaplin concert. AND attended great/cheap movies as poor newlyweds back in the day.,Temple for Learning,Talking Heads::: Ramones::: & Classical Civ,Rubbia Iqbal,Rafal Kendracki,Econ 101 with Fred Gottheil https:// sigep.org/ sigepjournal/ renowned-economi cs-professor-ma kes-enduring-ma rk-on-chapter-i nspiring-acts-o f-brotherly-lov e/,Animal House,Nolan Hull,English Beat Psychadelic Furs,I saw U2 there.,An interesting bit of trivia is the Auditorium was used as a model for a university building in China. Here is the history: http:// publici.ucimc.or g/2014/03/ tsinghua-univers ity-and-u-of-i- the-first-chine se-modern-archi tect-from-u-of- i/,Ah..the Pretenders::: the Psychedelic Furs….and Atius!,Saw Harry Chapin!,My beautiful Alma Mater 🧡💙,Fantastic photos!,Nate Todd econ 102 bruhhhh.,Great pictures::: great memories.,Midnight movies in '69,TA'd in here for American Government::: 1989 and 1990,Now this is a classroom,Awesome building!,Aidan Olson,Awesome,It didn't look like this in the 1980's.,You can also rent it out in the summer… we got married there in 2016.,How do I not remember this?!,Beautiful!,An experience driver is needed urgently.....dm if you’re interested,"I usually referred to it as ""Big F""",REM - Fall 1985 - front row,So lovely ☺️,Beautiful!!,Spent a lot of time in there. Looks like it got a facelift.,Daniel Have you been here?,Classics 115. The Pixies. The Church.,,,,,,,,,,,,,,,,,,,,,,,,,,
We're loyal to you. 🧡💙  Illini fans gathered to celebrate and send off more than 20 current and former students competing at the Tokyo Paralympic Games. Athletes will be competing in a range of events::: including track::: cycling::: rowing and basketball.,2021-08-11 15:14:28,Go Illini and Team USA! Stay safe and enjoy the games and each other!,Good luck Illini! We know that our athletes have sand! 🧡💙,Best wishes Illini paralympics! We are cheering for you!,Good luck and be safe!,Go Illini::: Go! Have a great time!!!,Good luck Illini and the USA. So fun to recognize the building and surroundings and see these awesome athletes. Congrats on making the team🇺🇸🥇,You go Illini. Have fun and be safe!,Good luck Illini,Good luck::: athletes!! I-L-L,Good luck 🇺🇸🥇,Win Win Win Illini!,Go Illini!,Good luck::: Illini Team::: and go go go::: UIUC.....👌👌,Do your best::: stay safe::: take care of each other......and have the time of your lives!!🎉🎉,Go Illini!,Go Illini!,Go Illinois ..win win win,UIUC just cares about the wheelchairers and nothing about the deaf or blind. Horrible services for the deaf.,All The Best Fighting Illini.,Good luck Illinois,Good luck to everyone!!!,Go gold Illini::: cheers to you💯,Good LUCK to all,Go Illini!,Best wishes Illini. We will be cheering for you.,GO ILLINI!!,Good luck 🧡💙,Whitley Blocher,Go::: Illini!!,Go Illini!,🧡💙,An experience driver is needed urgently....... . dm if you’re interested,May The Force be with you all!!,Go::: Brian and all the Illini!,Get it!,We’re loyal to you Illinois 🎶,Go get’em !,God bless you,Good luck!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illini are golden. 🥇  Fighting Illini Volleyball alumni Michelle Bartsch-Hackley::: Erin Virtue and Jordyn Poulter made history with USA Volleyball with the first-ever gold medal for #TeamUSA.,2021-08-10 21:35:09,Who would’ve thought that::: in 2015::: we would be in the presence of an Olympic Champion. That’s Fighting Illini Jordyn Poulter in the middle who is the USA Volleyball setter::: and now Olympic Gold medalist! GO USA! GO ILLINI!,It's easy to ignore the team's phenomenal performance in VNL leading up to the Olympic games. Congratulations to the VNL winners and Olympic gold medalists - Team USA!,So how many illini had won medals in Olympics this time..I mean across the countries,Love all the Alma mater shots with The Big Ten Schools especially the Illini. Only sport I watched all the games!!!,Congratulations !! Go illini!!,Excellent ladies—Go Illini and USA!!!!,Illini strong! Congratulations ! 🧡,It was fun to watch! Congratulations,Yes! Go Illini Go! Go Women’s USA Volleyball Go!🏐🥇,Congratulations ladies!,I loved watching them play!,Wow! Great job!!,Fantastic! Go Illini!,Teagan Woodrum,Very proud of my fellow Illini!,Congratulations Coach Erin Virtue and Michelle and Jordyn!🥰🥇,Love our golden girls!,ILL-INI Go::: Illini::: Go!,Congrats ladies!! You are amazing,god bless all the first respondersgreat job,Congratulations Gold Fighting Illini,Way to represent ladies.,Nebraska fan appreciates Illinois!,Jeremy Lundy,So proud of our fellow Illini!,Congratulations !,Congratulations,Go Illini!!!,Kerry Mackey,Lucy Jiang Caitlin Ladios omg I was wondering if anyone that had anything to do with UIUC did something at the olympics! 🤩,Congratulations 🥳🤩🎊🎉💐🎁,So proud!,Congratulations,Congratulations,Emilio Torres Nina Olvera,Congratulations Ladies 🟠🔵 🏐 🏅,Couldn't be happier for them...... WELL DONE!!!!!!!!!!! ! CONGRATULATIONS ....,Wonderful Team an Coaches. Don't skip anyone - three Ladies from Nebraska and two from Penn State.....all Big 10.,I-L-L!,ILL INI proud,Awesome 👏,Represent! 🇺🇸🏐🥇 🧡🏐💙,Congratulation,Point Illinois!,Good thing the 3 Huskers were there.,Love No 12,Hell yeah! ILL!,Hong Pham,An experience driver is currently needed.....dm me if you’re interested,Amar Singh Pindarsi,So happy. Go I L L I N I !!!!!,Great. Congratulations !,Congratulations,Bryan Johnson,Eddy Zawilla I didn’t know!,Wow! Congratulations !,👏🏻👏🏻👏🏻👏🏻,Jessica Gonzalez,Justine Oyler three of them??,Congratulations,🧡💙,Congratulations,🧡🥇💙,So happy. I-L-L,CONGRATULATIONS ....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A perfect Illini sunset to end the day. 🔶🔷,2021-08-10 00:44:11,Beautiful sunset in UIUC....,I often see spectacular orange and blue sunsets in Arizona…the far southwest suburb of Chicago. Sooo many Illini and Illinois refugees,Christina Hamilton . Thought you'd enjoy this shot.,This is awesome.,Very nice picture.,Yes::: perfect.,The McFarland Carillon.,We were driving home from Indiana...it was breathtaking.,Looks so beautiful,It's kinda pretty in IOWA too!!!🖤💛🖤💛,Uh oh::: the eye of sauron is warming up.,Wow!!!! PERFECT indeed!!!,David Donsbach,🤩🥰🌟,Nice 👍🏼,I do miss the spectacular sunset of Chambana. I don’t think I appreciated it enough while I was there.,An experience driver is currently needed......... Dm if you’re interested,Beautiful.,I think what makes university of Illinois Urbana-champagn e great is the quality of people that make up the college campus everyone of your students have this great best friend quality to them,Chad Hart,The students there at University of Illinois Urbana-champagn e are so open minded and such quality friend type of people I spent Thurdsay to Sunday there at University of Illinois Urbana-champagn e and I visited the dorms and at at the dining hall in the dorms and the food was quality I especially loved the grilled cheese and cheese burgers there and I got a tour of the study halls in the business department and the student center and tour of the quad and the quad was so beautifully ornate yet tastefully beautiful ancient European architecture like and the weekend I spent time going to the bars and restaurant with friends and someone got me to try my first cup of beer for the first time at a off campus housing Saturday night party then off we went to the Asian American fraternity party sponsored by Asian American association and the first Asian American fraternity in an American university started by some dudes from university of Illinois Urbana-champagn e and I met some real handsome dudes at that party and we then went to go to the bars near campus and then capped it off with some food at a restaurant and then ordered in for some pizza with my friend and her roommate in the apartments near campus. It was my favorite college campus experience visiting my friend at university of Illinois Urbana-champagn e when I was studying at another university for undergraduate degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nearly two dozen #ILLINOIS Paralympians will compete in the Tokyo Paralympics::: which will air Aug. 24–Sept. 5 on NBC. 🏅  Help us celebrate our incredible athletes & join us for a sendoff ceremony at 3 p.m. on Aug. 9 in the lobby of the Disability Resources and Educational Services building (1207 S. Oak Street).,2021-08-06 17:04:52,Good luck to the Athletes!,Good luck athletes!,I was hoping I would see something like this! Go Illini!,Big Stuff! ... Good luck ILLINI & do us proud!,Good luck:::everyone!,Go Get-em!! Go Illini !!!,Go go go::: UIUC 👌,Let’s go Jenna! 💪,Team Tatyana McFadden !!!,Best of Luck!,Best of luck!,Good luck,I-L-L!,Good luck!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
