A view of home during our recent snowfall 😍  📸: Ivan Morozov,2021-01-06 12:45:00,Fond memories of our beautiful campus!,A view that never gets old even 34 years after leaving.,I remember epic snow ball fights on the Upper Quad.,Beautiful! Will be there next week! Love VT!,Beautiful !,Beautiful my hometown love ❤️ it,So beautiful! I don’t miss that walk across the drill field in January though!!!,My son is an alumni from there. That campus is just spectacular. Loved all 4 years visiting it.,Extra beautiful with the snow,I’m so proud to be a Hokie graduate!! So beautiful!!,Proud to be there.,Awesome 👍,I love that campus!,I loved campus. Miss being there as an undergrad <3,Love it::: so many memories going across that field !,Gorgeous,Top fan Dhary Omaña,Beautiful. Just like I remember it.,They better take photos tomorrow too! Since the area is supposed to get snow,awesome,Beautiful! Miss you VT. ❤️,Oliver Raj,I miss home.,Wow! So beautiful.,Beautiful,Hokie High,Might get in again in a few days :),Esp 8am Chemistry,Basit Raza,Paige Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Join President Sands on Jan. 13 at 2 p.m. for the virtual State of the University address::: as he shares Virginia Tech's progress::: 2021 opportunities::: and more on the university’s future. ⬇️  WED::: JAN 13::: 2021 Virtual State of the University address,2021-01-06 11:33:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giving students a chance to think about what it means to be an engineer is a primary goal for Pathways for Future Engineers. The multiyear program::: based in the Virginia Tech College of Engineering::: aims to encourage first-generation students’ interest in engineering and equip them with key information about building the academic foundation for a career in it.  VTNEWS.VT.EDU Pathways for Future Engineers and VDOT team up virtually for prospective first-generation college students,2021-01-05 09:44:00,Is this JUST for first generation students?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
“The majority of our brain is water:::” said Jennifer Munson::: an associate professor at the Fralin Biomedical Research Institute. “It just made sense to apply that kind of information.”  Today::: Munson is a biomedical engineer and one of a handful of scientists examining how interstitial flow – the flow of fluids in the spaces surrounding cells within human tissues – can aggravate cancers::: accelerate Alzheimer’s disease::: and effectively deliver drugs.  VTNEWS.VT.EDU Tracking fluid flow in tumors::: tissues drives new Fralin Biomedical Research Institute at VTC scientist,2021-01-04 13:30:00,Aftyn Trumbo this is interesting!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The #VirginiaTech community is encouraged to take note of of several key aspects of the spring semester plan::: including:  ✅ What to do to come to campus ✅ Key academic calendar dates ✅ COVID-19 testing information ✅ Pods and how to register them Plus more ⬇️  VTNEWS.VT.EDU Virginia Tech community can prepare for spring semester with these steps,2021-01-04 10:31:00,"Matthew Saville: ""Details on the nature of the commencement ceremonies will be shared at a later date.""",If football games can happen::: then spring graduation can happen.,How about you start by addressing why students are still paying athletic::: rec sport::: and library fees when there isn’t unlimited open access to those spaces.,I so want to visit the campus.....so much has changed and I have been since I graduated in '88.,Love this pic of the new upper quad.,When will we be getting the vaccine??,Visit::: See::: Attend & Be VP Strong & Proud!🙏,You forgot - fire Whit and Fuente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring semester is just around the corner::: students! As you prep::: be sure to follow this handy checklist from Virginia Tech Student Affairs ✅  VTNEWS.VT.EDU Students coming for spring 2021 classes encouraged to follow this checklist,2021-01-04 09:27:00,Rylee Fynaardt Arlin Fynaardt,Iyana Ashraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bye 2020. 👋  We didn't love you all the time::: but we did love how Hokies handled you. Here's to a better year with the best Virginia Tech community. 🧡,2021-01-01 00:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech offices will be closed for the holidays (Dec. 24-Jan. 1).  Your social media managers are taking a break as well::: so if you need assistance during that time::: please visit vt.edu/contacts. ☺️,2020-12-23 17:00:00,"The ""Old Guard"" is ""Ever There:::"" walking & standing our post::: serving as host & greeting those Who Serve because We Serve our Nation with Honor::: Dignity & Pride! WE are not just along for the ride... Give US Liberty or WE will TAKE IT! Thanks for ALL who answer the call of: ""We Serve!"" 🙏",Merry Christmas!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy holidays::: Hokie family! Be commited::: be well::: and be merry this season. We love you! 🥰 🎁 🦃,2020-12-23 13:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The first COVID-19 vaccine is making its way to front-line health care workers in the NRV and it will be a few months before it is available to VT students and employees.  At this time::: the commonwealth has not mandated vaccinations for university employees::: though the vaccine is recommended for everyone unless there is a specific medical reason to not receive it.  Keep practicing public health guidelines and expect more details about Virginia Tech vaccine distribution after the holidays.  VTNEWS.VT.EDU Virginia Tech community could receive COVID-19 vaccine in a few months,2020-12-23 12:16:00,Jamie Slusser,Hopefully elderly are before VT students!,Paige Wilson Lorraine King Hernaez,🙋when can grad students get it?,Hospital workers have been turning down the vaccine. No trust in government.,This should be our choice not VT,Looking forward to getting it when it comes available !,Brad Kirby,Aaron Webster,Should be mandated!,I want them to make it mandatory. If I have to go to campus to work-I want everyone I have to work with to be vaccinated,Will Virginia Tech Students be required to take this vaccine? Are there exemptions that can be claimed?,My daughter::: a Junior Hokie is ready when it is her turn. She told me this when she arrived home for a short break!,Vaccination still requires mask and social distancing...it doesnt bring things back to the way it was,Thank you VT for the information.,Wes Britton,Ashley Lawrence Kimberly Prince Lawrence,Don’t students need proof of vaccines to enroll as students ? If so not sure why this would be different.,Chris Bonner,*everyone except pregnant women.,Sounds great,Very good and informative article.,Dylan Jennings Susan Jennings,Jerry Glamville,Some of the commenters should actually read the article before commenting.,Can’t wait to be back in the classroom with my students!!! ❤️,Got my first dose already!! 👍💉🦠,Yes! Can’t wait!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The HokieBird is struggling to navigate this holiday season::: just like the rest of us. 😅  Bring home the full holiday HokieBird experience by streaming our hour-long Virginia Tech video in the background of your festivities this year ➡️ bit.ly/vtfireside 🔥 🦃,2020-12-22 18:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bring one whole hour of the HokieBird and some Hokie holiday spirit to your living room TV this season::: with this festive Virginia Tech video. 🦃 🎁  Cozy up and enjoy a safe::: virtual fireside experience::: as the HokieBird navigates the holidays with puppies::: decor::: light serenading::: and more — in true HokieBird fashion. 🔥,2020-12-22 14:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You’ve been through a lot::: Class of 2020::: but never forget all of the amazing memories you made with your people. #ThisIsHome always. 🏠 🧡  Thank you Humans of Virginia Tech for creating this video and reminding Hokies of the great times they've had! 🎥,2020-12-22 10:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall 2020 Online Commencement Ceremony speaker::: Virginia Tech Civil & Environmental Engineering professor::: and expert in airborne disease transmission::: Linsey Marr::: commended the Class of 2020 for coming together during a semester like never before to protect the community. 🧡  She also reminded everyone to continue avoiding the three Cs to prevent the spread of COVID-19: 1) avoid Close contact 2) avoid Crowds 3) avoid Closed::: poorly ventilated spaces.  And for each #HokieGrad::: a 4th C — Congratulations! 🎉 We're so proud of our future leaders.,2020-12-21 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Fall 2020 Online Commencement Ceremony looked a lot different this year::: but we're so excited to welcome more than 2:::600 Hokies to the Virginia Tech Alumni family. 🦃 🎓  Congratulations::: Class of 2020::: for all you've accomplished and overcome. 🧡,2020-12-21 11:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech added 50 new photos. December 18::: 2020 at 4:56 PM · More options  Today is your day::: Class of 2020! 🎉 🦃 We're sad that we can't be together for graduation::: but we're loving seeing your #HokieGrad photos. 🧡 Tag your grad below!,2020-12-18 16:56:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Fall 2020 Online Commencement Ceremony celebration wouldn't be complete without the H̶o̶k̶e̶y̶ Hokie Pokey and The Marching Virginians - The Spirit of Tech. 🦃  Congratulations::: Class of 2020! 🎉,2020-12-18 22:31:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celebrate the Class of 2020 graduates through the Fall 2020 Online Commencement Ceremony! 🎉  This event features inspirational messages from airborne disease transmission expert Linsey Marr::: former NASA engineer Homer Hickam::: Olympian Queen Claye::: and world-renowned poet Nikki Giovanni. You'll also view videos from friends::: family::: alumni::: faculty::: and photos of graduates!  💻 Watch the event here on Facebook and visit vt.edu/commencement for more. ⬇️,2020-12-18 18:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As hospitals in the NRV receive the first coronavirus vaccine this week::: the New River Health District urges people to continue following public health guidelines::: as there will not be a significant dent in this pandemic anytime soon.  Please be cautious during the holiday season to prevent an increase in cases.  VTNEWS.VT.EDU Health district stresses holiday caution as first COVID-19 vaccine arrives,2020-12-18 09:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Join us on Friday::: Dec. 18::: to celebrate the Class of 2020 graduates! 🎉  Tune in at 6:15 p.m. for pre-ceremony fun with videos from friends and families::: photos of graduates::: and more. The ceremony will begin at 6:30 p.m. EST.  This event will feature inspirational messages from airborne disease transmission expert Linsey Marr::: former NASA engineer Homer Hickam::: Olympian Queen Harrison-Claye::: and world-renowned poet Nikki Giovanni.  💻 Watch the event here on Facebook and also visit vt.edu/commencement for the full interactive experience.  Virginia Tech Fall 2020 Commencement Ceremony,2020-12-18 01:39:00,Congratulations to all the Hokie Graduates!,Good Luck Cole Gillette! Gram and Grampa are So Proyd of you!!,Where do we find the links to the specific colleges to hear our Hokie’s name being read?,Congratulations !!,Congratulations Daniel Slutsky 👏 💙,Congratulations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020 needed a Virginia Tech snowfall. 😍,2020-12-17 16:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Fall 2020 Online Commencement Ceremony is tomorrow! 🎉  Tune in early at 6:15 p.m. to see special messages from friends::: family::: faculty::: and Virginia Tech Alumni. The ceremony will begin at 6:30 p.m.::: where you'll hear from Linsey Marr::: Queen Harrison-Claye::: Homer Hickam::: Nikki Giovanni::: and more! 🦃 🎓,2020-12-17 13:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From sunsets at the Pylons::: to College GameDay in Blacksburg::: grilled cheese nights at Virginia Tech Libraries::: and more::: class officers take a moment before the big #HokieGrad day to remind fall grads of the great moments they've shared. 🥺 🧡,2020-12-17 09:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
With deep gratitude::: President Sands thanks Hokies for the outstanding work across all of our campuses this year.  Thank you to the Fralin Biomedical Research Institute and Schiffert Health Center for their work on COVID-19 testing; Linsey Marr for sharing her expertise on airborne virus transmission; the employees who kept our classrooms open and our community safe; the students who adapted to changes and protected others; the Town of Blacksburg Government and community partners who offered support::: and many::: many more — we appreciate you. 🧡  Despite extraordinary challenges::: you remained committed to Ut Prosim and we are so grateful for this community that truly cares for one another.  While we will continue to face COVID-19 challenges in the coming months::: we have established a framework and demonstrated the resilience necessary to succeed.  Enjoy your break! We look forward to exploring the promise and opportunities of 2021 and beyond during the virtual State of the University address on Jan. 13 at 2 p.m.  VTNEWS.VT.EDU From President Tim Sands: Thank you for your outstanding work this year,2020-12-16 13:43:00,Good job SHC,Good job SHC!,Good job SHC!,Sue King,Go Hokies,Great job SHC for your tireless efforts in keeping the students healthy !! We see you and we thank you!,Mohamed Abdouh Kabir,Go Hokies!,Top fan Dhary Omaña,Much Gratitude to SHC! You guys rock! ❤️❤️,And how about a huge thank you to Schiffert Health Center staff for all of their hard work and extra hours put in to make sure the students are healthy and taken care of! Thank you!,Thank you!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
❄️ 🚙 In anticipation of wintry weather on Dec. 16::: snow routes take effect at 5 p.m. today on the Virginia Tech Blacksburg campus::: so move your car if you're parked on a campus snow route.  📌 Check vt.edu/status for more information on snow routes and operational updates.  University Status The National Weather Service has issued a Winter Storm Warning for most of southwestern Virginia beginning at midnight on Dec. 16. Keep watching this page for updates.  University Status The National Weather Service has issued a Winter Storm Warning for most of southwestern Virginia beginning at midnight on Dec. 16. Keep watching this page for updates.  See more at vt.edu,2020-12-15 10:17:00,What is the plan for possibility losing power during exams? We are in NJ and chem exam is tomorrow.,FYI VT students::: the snow storm is coming from the South moving North East. Enough said!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When the pandemic took a hit to local businesses::: Virginia Tech Alumni::: Jeff Werner::: gathered his Hokie friends who specialize in mobile and web development to find a safe way to boost the Blacksburg economy.  They've created the Localyte app::: a digital marketplace that allows users to download gift cards from Blacksburg businesses and unlike traditional gift cards::: the money from each Localyte purchase goes directly to the business at the time of sale. 👏  Thanks to their love for Virginia Tech and Town of Blacksburg Government and the support from Hokies across the nation::: the app has already generated thousands of dollars for our local businesses. 🧡,2020-12-15 10:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congratulations to our 2:::694 graduates and their loved ones! 🎉 🎓 1:::462 bachelor’s degrees 🎓 1:::223 Virginia Tech Graduate School degrees 🎓 9 associate degrees  Tune in Friday at 6:15 p.m. for the Fall 2020 Online Commencement Ceremony to celebrate the Class of 2020 and hear from Linsey Marr::: Queen Quedith Harrison::: Homer Hickam::: and Nikki Giovanni. 🦃  VTNEWS.VT.EDU More than 2:::600 Hokies to graduate at fall commencement on Dec. 18,2020-12-14 13:52:00,Congrats!!,Only $15 to buy a PDF of your diploma 💪🏽😅,Great Good Luck 👍,GO HOKIES!!!!,Congratulations ::: Maddie Cox::: Graduating as an Environmental Engineer🥳!!! Way to go!!!!👩‍🎓,Woohoo!!! Taylor Lesyk so proud of you!!!,Go Hokies!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome home::: Cup! 🏆 It's good to have you back where you belong. 🦃  Virginia Tech Athletics December 12::: 2020 at 11:28 PM ·  It’s back 🏆  Celebrate tonight’s win by making a gift at vthoki.es/cupkit.,2020-12-13 04:46:08,Yes👈🏻,So much fun to watch!!! Go Hokies!!!,Go Hokies!!!!!,Great win VT Love the Hokies!,we are with you even if we cannot be there in person. GO HOKIES!!!!!!!!! !!!,We should paint it black and put some dents in it.,Go Hokies!!!,Yay Go Hokies🎉👍🍾,Way to go Hokies,Top fan Dhary Omaña,It shouldn’t never left . To the BOO HOO’S.,Glad to have it back where it belongs! 🏆,Lisa Herbert,HOKIES!,Way to go Hokies!!!,Thanks to our great team::: coaches and staff!! You made us proud!! What a great job in such a horrific year!! Love you through thick and thin!!♥️🦃🏈,Delaine Remle Botelho,Great game! Go Hokies!👏🎉🏈,Way to go Hokies!,Still fire fuente.,Yes! Great job Hokies!,Congrats to the Hokie Nation!! ❤️🧡,Way to go boys!,Excellent job team... all of us Hokies (you guys included) desperately needed this to be the way you finished your season::: and you got ‘er done in sound fashion!!! Go Hokies!!! ❤️🧡🏈,Way to go Hokies. Great teamwork,Amen! 🤣🤣🤣,Awesome finale for the season HOKIES! It’s the ONLY REAL game that matters 😉🥰. merry Christmas to me!,T,Look what happened in the year it lived in Charlottesville !! Never::: ever let it go back there!!!!!❤️❤️❤️,👍🏈🏈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are saddened to share the passing of the Virginia Tech College of Science's founding dean::: Lay Nam Chang.  Under Dr. Chang’s leadership::: the college launched several new cross-disciplinary initiatives and undergraduate degree programs that continue to distinguish Virginia Tech – including the Academy of Integrated Science and the School of Neuroscience at Virginia Tech.  Dr. Chang's impact on the university will not be forgotten.  VTNEWS.VT.EDU In memoriam: Lay Nam Chang::: founding dean of the College of Science::: professor of physics,2020-12-11 22:08:59,What a wonderful man and leader. He will be missed.,God rest him in peace and many thanks to him for what he did for his students,This is heartbreaking. A great loss to the student community and his loved ones.,Lindsey McKissick White James McKissick,Rip,This was entirely preventable. Virginia Techs re-opening came at the cost of this mans life.,RIP,RIP.,Incredibly sad. My daughter learned a lot from his class this year::: said he was a wonderful professor. Sincere condolences sent to his family and friends.,Great guy. He came to the Physics Dept just as I was graduating. Years later::: I had a long discussion with him when my daughter was doing the summer visit thing. Four years later she graduated with a degree in Geoscience.,An incredible man::: I had the pleasure of meeting him when our firm was selected to renovate Williams Hall for The Department of Psychology. I Will always cherish his kind words at the dedication ceremony. May he rest in peace.,Praying for his family::: the VT family and friends.,😢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech Athletics' men's basketball head coach::: Mike Young::: knows about winning and wants to see Hokie Nation beat COVID-19 by fighting pandemic fatigue as a team. 🏀  Coach Mike Young reminds Hokies to #BeCommittedBeWell and not let their guard down.  Know the best defense against COVID-19 — watching distance::: washing hands::: and wearing a mask.,2020-12-11 15:58:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The New River Health District will begin administering a coronavirus vaccine within the next two weeks.  Noelle Bissell shared that Virginia Tech students and employees will likely be able to receive the vaccine by the spring.  Even as vaccines become available::: Hokies should continue following health guidelines to mitigate the spread of COVID-19 — wear a mask::: wash your hands::: keep your distance::: and stay home when sick.  Read more on the COVID-19 vaccines ⬇️  VTNEWS.VT.EDU COVID-19 vaccine expected to land in New River Valley this month,2020-12-10 15:51:44,To hear from medical experts at Carilion Clinic about the COVID-19 vaccine::: please visit: https:// www.carilionclin ic.org/news/ carilion-experts -answer-your-co vid-19-vaccine- questions/,Mallory Plecker,FINALLY,Glad to hear this,Will these be available to the community::: or only students and employees?,Preferably not the RNA version,Is this going to be required? I have very serious concerns about the long term effects of a rushed vaccine...,I'll pass,Nah I’m good,Warp Speed has been amazing!,🐹🐹🐹🐹🐹🐹🐹🐹🐹 let us know how it goes.,Where can we take an antibody test before taking the vaccine?,Fantastic!! Go science and scientists!! An incredible accomplishment. I’d be the first in line! Let’s get this pandemic behind us.,Lets get back to partying!,You don’t know if they health district will be administering in the next two weeks::: if the FDA hasn’t approved the vaccine there is no guarantee. This statement is misleading; rather::: a statement of “if things continue ahead with the approval of the vaccine::: the NRHD will administer”.... . people are frightened and misunderstandin g a lot of information about the vaccine already::: so adding to misleading statements on your platform is irresponsible.,Vaccine is good to calm down the alarmists as long as it's not mandatory.,Great news !,Good luck. U go first.,Joe Quinlan,Chris Margrey,Are students required? I have serious concerns,Thanks but no thanks VT. I won't be getting vaccinated,Ian Anderson hokie house is in reach :’),Are students and employees gonna be required to get vaccinated? I am an employee and this is a concern I've had for a while.,Paige Wilson ❤️,If someone has had COVID would they need a vaccine? Would they have antibodies and be immune?,Our healthcare & other essential workers and highest risk populations will be at the front of the line. Heathy young people will be offered their vaccines much later. We will all need to mask up and avoid crowds for some time yet::: but there is glorious light at the end of the tunnel!,Some of you non-maskers and anti-vaxers need to make up your minds. Do you want your life back? This is how. Wear a mask::: social distance::: and get a vaccine. Don’t worry: you’ll find something else to complain about shortly.,Brandon Bear,Funny we’ve had a flu vaccine for 70 years that’s 45% effective but YET they’ve miraculously come up with a covid vacs in 10 months. Also in 40 years no vaccine for AIDS? Fools.,Great news!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
